frame,tracker_id,class_name,x_canon,y_canon,jugador,velocidad_10a,distancia_pelota_10a
5993,65,robot,31.5,231.75,10a,43.729280808172454,
5994,65,robot,31.125,231.875,10a,40.52853932724445,
5995,65,robot,31.0,232.0,10a,36.26034335193201,
5996,65,robot,30.875,232.125,10a,32.2538757361034,
5997,65,robot,30.375,232.0,10a,29.68164415931166,
5998,65,robot,29.75,231.625,10a,27.28209119550772,
5999,65,robot,29.0,230.625,10a,24.66779276708802,
6000,65,robot,28.25,229.625,10a,22.7705950734714,
6001,65,robot,27.375,229.25,10a,21.50145343924452,
6002,65,robot,26.5,228.625,10a,20.965745872732505,
6003,65,robot,25.875,227.875,10a,19.210999453438127,
6004,65,robot,25.0,226.75,10a,19.353617232961906,
6005,65,robot,24.25,226.25,10a,19.764235376052373,
6006,65,robot,24.0,225.75,10a,20.150992531386635,
6007,65,robot,23.625,225.0,10a,21.4781866087433,
6008,65,robot,23.25,223.75,10a,22.983689869122408,
6009,65,robot,23.125,222.625,10a,24.45914961727002,
6010,65,robot,22.875,221.125,10a,27.150046040476617,
6011,65,robot,22.625,220.375,10a,28.71410803072246,
6012,65,robot,22.25,219.5,10a,29.81715110469141,
6013,65,robot,22.0,218.5,10a,30.484627273430785,
6014,65,robot,21.375,218.0,10a,29.49788127984788,
6015,65,robot,20.875,217.125,10a,29.0269271539376,
6016,65,robot,20.25,216.625,10a,28.993533761858004,
6017,65,robot,19.875,216.625,10a,27.414640249326634,
6018,65,robot,19.625,216.625,10a,25.739075352467502,
6019,65,robot,19.625,216.875,10a,22.486106821768857,
6020,65,robot,19.875,216.75,10a,20.91799464575895,
6021,65,robot,20.375,216.75,10a,19.40521837032503,
6022,65,robot,20.875,216.875,10a,17.155538464297763,
6023,65,robot,21.375,217.375,10a,13.290033860002012,
6024,65,robot,21.75,218.125,10a,9.410765112359355,
6025,65,robot,22.25,218.875,10a,4.670385423067351,
6026,65,robot,22.75,219.625,10a,1.5206906325745548,
6027,65,robot,23.125,220.375,10a,2.4748737341529163,
6028,65,robot,23.625,220.75,10a,5.55090082779363,
6029,65,robot,24.0,220.625,10a,7.424621202458749,
6030,65,robot,24.25,220.125,10a,9.031195934094221,
6031,65,robot,24.375,218.875,10a,9.39747306460625,
6032,65,robot,24.5,217.5,10a,9.414085191881366,
6033,65,robot,24.625,216.125,10a,10.04987562112089,
6034,65,robot,24.625,215.0,10a,10.680004681646913,
6035,65,robot,24.75,213.375,10a,11.858541225631422,
6036,65,robot,24.75,212.0,10a,12.91559135308949,
6037,65,robot,24.75,210.75,10a,14.495689014324224,
6038,65,robot,24.875,209.0,10a,18.153856339632085,
6039,65,robot,25.125,207.125,10a,23.01222501193659,
6040,65,robot,25.25,205.25,10a,27.902732841067735,
6041,65,robot,25.25,203.75,10a,32.14128964431888,
6042,65,robot,25.25,202.125,10a,36.746598482036404,
6043,65,robot,25.375,200.5,10a,40.65095324835569,
6044,65,robot,25.5,198.875,10a,43.603325561245896,
6045,65,robot,25.375,197.5,10a,45.30590469243496,
6046,65,robot,25.25,196.625,10a,44.53439681863896,
6047,65,robot,25.375,194.75,10a,45.53364140940191,
6048,65,robot,25.5,193.0,10a,46.283096266347606,
6049,65,robot,25.5,191.625,10a,46.782742544660636,
6050,65,robot,25.625,189.5,10a,47.782057301878496,
6051,65,robot,25.625,188.375,10a,47.28239630137204,
6052,65,robot,25.625,187.25,10a,47.03256850311282,
6053,65,robot,25.75,185.5,10a,47.03256850311282,
6054,65,robot,25.875,184.25,10a,45.774583559001385,
6055,65,robot,25.875,183.25,10a,44.017752100715,
6056,65,robot,26.0,181.625,10a,44.275416429436326,
6057,65,robot,26.0,180.5,10a,43.2760037434142,
6058,65,robot,25.875,179.5,10a,42.01190307520001,
6059,65,robot,25.875,178.375,10a,41.006859182336804,
6060,65,robot,25.875,177.625,10a,39.76257662677307,
6061,65,robot,25.75,176.25,10a,40.762268091949935,
6062,65,robot,25.75,174.75,10a,40.00703063212765,
6063,65,robot,25.875,173.125,10a,39.75707484209571,
6064,65,robot,25.75,171.625,10a,40.00312487793922,
6065,65,robot,25.75,170.0,10a,39.00080127382,
6066,65,robot,25.875,168.75,10a,39.25318458418374,
6067,65,robot,25.75,167.25,10a,40.000781242370756,
6068,65,robot,25.75,165.875,10a,39.25,
6069,65,robot,25.75,164.125,10a,40.25077639002756,
6070,65,robot,25.75,162.875,10a,40.750766863949934,
6071,65,robot,25.75,161.125,10a,41.00304866714181,
6072,65,robot,25.75,160.0,10a,41.00304866714181,
6073,65,robot,25.75,158.5,10a,42.000744041028604,
6074,65,robot,25.75,157.0,10a,42.750730987902415,
6075,65,robot,25.75,155.375,10a,44.500702241650075,
6076,65,robot,25.75,154.125,10a,44.25,
6077,65,robot,25.875,153.0,10a,43.50071838487268,
6078,65,robot,26.0,152.25,10a,41.75074849628447,
6079,65,robot,26.125,151.875,10a,39.50711961153331,
6080,65,robot,26.5,151.375,10a,37.28018910896242,
6081,65,robot,26.875,150.875,10a,35.80590035175767,
6082,65,robot,27.375,150.625,10a,33.40845701315761,
6083,65,robot,27.875,150.375,10a,31.28997443271566,
6084,65,robot,28.5,150.125,10a,28.53506614676055,
6085,65,robot,28.625,150.25,10a,25.89642832515712,
6086,65,robot,28.75,150.5,10a,22.080817466751544,
6087,65,robot,28.875,150.375,10a,20.239194648009097,
6088,65,robot,28.75,150.5,10a,17.08800749063506,
6089,65,robot,28.75,150.875,10a,13.64047286570374,
6090,65,robot,28.875,151.375,10a,10.151970252123476,
6091,65,robot,28.875,152.0,10a,7.558108228915486,
6092,65,robot,28.875,151.75,10a,6.5,
6093,65,robot,28.875,151.625,10a,5.88430114796991,
6094,65,robot,28.75,152.0,10a,5.25594901040716,
6095,65,robot,28.75,152.5,10a,5.031152949374527,
6096,65,robot,28.75,152.5,10a,4.962358310319802,
6097,65,robot,28.75,152.75,10a,5.062114182829147,
6098,65,robot,28.625,152.625,10a,4.743416490252569,
6099,65,robot,28.625,152.375,10a,4.5069390943299865,
6100,65,robot,28.625,152.625,10a,4.75,
6101,65,robot,28.625,153.0,10a,5.006246098625197,
6102,65,robot,28.5,153.0,10a,5.303300858899107,
6103,65,robot,28.625,153.125,10a,5.25594901040716,
6104,65,robot,28.5,153.625,10a,5.522680508593631,
6105,65,robot,28.375,154.125,10a,5.5901699437494745,
6106,65,robot,28.5,154.375,10a,4.808846015417836,
6107,65,robot,28.375,154.625,10a,5.836308764964376,
6108,65,robot,28.25,154.625,10a,6.128825336065631,
6109,65,robot,28.25,154.5,10a,5.0990195135927845,
6110,65,robot,28.125,154.875,10a,4.911720676097125,
6111,65,robot,28.0,155.625,10a,6.427480066091221,
6112,65,robot,28.125,156.25,10a,7.110731326663946,
6113,65,robot,28.125,157.5,10a,9.80114789195633,
6114,65,robot,28.25,158.5,10a,12.272937708633577,
6115,65,robot,28.5,159.25,10a,13.252358280698571,
6116,65,robot,28.75,160.875,10a,15.751984002023363,
6117,65,robot,29.0,162.125,10a,18.27737672643424,
6118,65,robot,29.25,162.625,10a,19.041074024329614,
6119,65,robot,29.25,162.875,10a,18.560711193270585,
6120,65,robot,29.5,163.625,10a,19.132759863647482,
6121,65,robot,29.625,165.0,10a,21.368785646358102,
6122,65,robot,29.875,165.5,10a,21.95592175245667,
6123,65,robot,30.25,166.5,10a,24.08448670825268,
6124,65,robot,30.625,167.875,10a,27.168455973794316,
6125,65,robot,31.125,168.875,10a,28.635642126552707,
6126,65,robot,31.375,170.625,10a,30.749999999999996,
6127,65,robot,31.625,172.125,10a,32.51249759707796,
6128,65,robot,31.875,173.5,10a,32.86715685908959,
6129,65,robot,32.375,175.0,10a,34.0156214113457,
6130,65,robot,33.125,176.625,10a,35.96004727471865,
6131,65,robot,33.875,177.375,10a,34.5552094480702,
6132,65,robot,33.875,176.375,10a,30.121628442034805,
6133,65,robot,34.25,175.375,10a,27.390691849604675,
6134,65,robot,34.375,174.75,10a,25.86745058949567,
6135,65,robot,33.875,174.625,10a,23.676201131093645,
6136,65,robot,34.0,174.25,10a,20.464908990757813,
6140,71,robot,32.375,174.375,10a,15.36731967159169,
6141,71,robot,31.25,174.625,10a,13.643845275027452,
6142,71,robot,30.625,174.5,10a,11.041666666666668,
6143,71,robot,30.125,174.75,10a,9.93249786755018,
6144,71,robot,29.75,174.375,10a,6.811576135113256,
6145,71,robot,29.0,174.75,10a,6.18718433538229,
6146,71,robot,28.25,175.125,10a,6.620936909196127,
6147,71,robot,27.75,174.875,10a,7.711148134717394,
6148,71,robot,27.125,174.875,10a,10.416666666666666,
6149,71,robot,26.375,175.25,10a,12.992051523057388,
6150,71,robot,25.625,176.0,10a,13.764197215965774,
6151,71,robot,25.0,175.625,10a,15.422296269434788,
6152,71,robot,24.375,175.5,10a,16.713475933442982,
6153,71,robot,23.75,175.375,10a,16.921232963351105,
6154,71,robot,23.125,175.25,10a,18.201467050152242,
6155,71,robot,22.875,175.25,10a,19.080421903092184,
6156,71,robot,23.0,174.875,10a,16.507574019219177,
6157,71,robot,23.125,174.5,10a,15.0,
6158,71,robot,23.375,174.25,10a,13.536986370680884,
6159,71,robot,23.75,173.75,10a,12.064928512013655,
6160,71,robot,24.25,173.5,10a,9.82344135219425,
6161,71,robot,24.75,173.625,10a,7.6157731058639095,
6162,71,robot,25.375,173.5,10a,5.488624600025037,
6163,71,robot,25.875,173.125,10a,4.301162633521313,
6164,71,robot,26.625,172.625,10a,5.273755777432247,
6165,71,robot,27.0,172.5,10a,7.520804478245663,
6166,71,robot,27.375,172.25,10a,8.253787009609589,
6167,71,robot,27.625,171.625,10a,10.114964162071955,
6168,71,robot,27.5,170.75,10a,11.908505363814553,
6169,71,robot,27.375,170.0,10a,13.509256086106296,
6170,71,robot,27.125,168.875,10a,15.323592920721955,
6171,71,robot,27.125,167.5,10a,16.90044378115557,
6172,71,robot,26.875,166.5,10a,17.67059704707229,
6173,71,robot,26.75,165.25,10a,19.224008426964446,
6174,71,robot,26.625,164.125,10a,20.09042060286444,
6175,71,robot,26.5,162.75,10a,21.965882636488796,
6176,71,robot,26.25,161.375,10a,24.682990094394967,
6177,71,robot,26.25,159.625,10a,27.805125426798565,
6178,71,robot,26.0,158.25,10a,29.75105040162448,
6179,71,robot,25.875,156.625,10a,32.035136959282696,
6180,71,robot,25.875,155.625,10a,33.82491685133904,
6181,71,robot,25.75,155.25,10a,34.154977675296465,
6182,71,robot,25.75,155.375,10a,32.715630820756004,
6183,71,robot,25.625,156.125,10a,29.48940487700625,
6184,71,robot,25.5,157.625,10a,25.032478902417953,
6185,71,robot,25.375,159.125,10a,19.81161275615895,
6186,71,robot,25.25,160.75,10a,14.011156269202054,
6187,71,robot,25.25,162.625,10a,8.403868156985805,
6188,71,robot,25.125,164.75,10a,3.400367627183861,
6189,71,robot,25.375,166.375,10a,5.1478150704935,
6190,71,robot,25.375,169.5,10a,13.686215693170995,
6191,71,robot,25.375,171.875,10a,21.072790512886517,
6192,71,robot,25.625,174.125,10a,29.0269271539376,
6193,71,robot,25.75,176.125,10a,35.753496332526694,
6194,71,robot,26.0,178.5,10a,43.750714279883475,
6195,71,robot,26.0,180.625,10a,50.0006249960938,
6196,71,robot,26.0,184.0,10a,57.50217387195027,
6197,71,robot,26.125,186.125,10a,61.50457300071271,
6198,71,robot,26.125,189.0,10a,65.7576041230214,
6199,71,robot,26.125,191.875,10a,68.51140416018343,
6200,71,robot,26.375,192.25,10a,66.28018180421655,
6201,71,robot,26.125,196.0,10a,70.52171651342584,
6202,71,robot,26.125,196.625,10a,68.02251465507578,
6203,71,robot,26.0,196.625,10a,63.77401508451542,
6204,71,robot,25.75,196.375,10a,60.00468731690884,
6205,71,robot,25.25,196.75,10a,54.5005733914791,
6206,71,robot,24.875,197.0,10a,50.25994926380248,
6207,71,robot,24.75,197.125,10a,46.03327600768818,
6208,71,robot,24.375,197.25,10a,42.33940245208947,
6209,71,robot,24.125,197.0,10a,37.189548262919246,
6210,71,robot,23.625,197.0,10a,33.09267290504047,
6211,71,robot,22.875,197.625,10a,27.957557117888538,
6212,71,robot,22.375,197.625,10a,24.19194080680589,
6213,71,robot,21.75,198.125,10a,20.239194648009097,
6214,71,robot,21.25,198.125,10a,15.852838862487689,
6215,71,robot,20.875,198.125,10a,16.095418602819873,
6216,71,robot,20.625,198.0,10a,11.704699910719626,
6217,71,robot,20.375,197.875,10a,11.76860229593982,
6218,71,robot,20.375,198.125,10a,11.643131022195018,
6219,71,robot,20.375,198.125,10a,11.305419054595014,
6220,71,robot,20.375,198.125,10a,10.130399794677405,
6221,71,robot,20.5,198.0,10a,8.97566153550812,
6222,71,robot,20.375,198.75,10a,9.334077351297235,
6223,71,robot,20.25,199.125,10a,9.06228448019593,
6224,71,robot,20.25,199.25,10a,8.96172416446746,
6225,71,robot,20.375,198.625,10a,7.267220926874317,
6226,71,robot,20.5,197.0,10a,4.911720676097125,
6227,71,robot,20.5,196.375,10a,4.5069390943299865,
6228,71,robot,20.5,195.25,10a,6.269968101992227,
6229,71,robot,20.75,193.75,10a,8.806957476904268,
6230,71,robot,20.875,192.25,10a,11.75,
6231,71,robot,20.875,191.125,10a,13.759087905817013,
6234,73,robot,21.0,188.5,10a,16.580841593793647,
6235,73,robot,21.125,187.625,10a,18.576620533612324,
6236,73,robot,21.25,186.375,10a,20.792708372246437,
6237,73,robot,21.375,185.375,10a,22.5690980513447,
6238,73,robot,21.5,184.25,10a,24.328792374639246,
6239,73,robot,21.5,183.125,10a,27.644907613428867,
6240,73,robot,21.625,181.875,10a,30.537730505541266,
6241,73,robot,21.875,180.875,10a,32.55302435202707,
6242,73,robot,21.875,180.625,10a,31.874809179156074,
6243,73,robot,22.125,180.625,10a,29.03899805958357,
6244,73,robot,22.375,180.875,10a,27.552344803160565,
6245,73,robot,22.5,181.0,10a,25.39352899616146,
6246,73,robot,22.75,181.0,10a,22.775134410247603,
6247,73,robot,22.875,181.25,10a,19.730011566174618,
6248,73,robot,23.0,181.25,10a,17.825385750738462,
6249,73,robot,23.125,181.125,10a,15.35008143300875,
6250,73,robot,23.125,181.0,10a,13.840610535666409,
6251,73,robot,23.125,181.0,10a,11.3852975367357,
6252,73,robot,23.25,181.125,10a,9.290452088031023,
6253,73,robot,23.25,181.125,10a,7.163274390947201,
6254,73,robot,23.25,181.125,10a,5.315072906367325,
6255,73,robot,23.25,181.125,10a,3.5794552658190883,
6256,73,robot,23.25,181.25,10a,2.850438562747845,
6257,73,robot,23.375,182.0,10a,4.0697051490249265,
6258,73,robot,23.5,182.625,10a,4.8541219597369,
6259,73,robot,23.875,183.75,10a,6.485560885536423,
6260,73,robot,24.125,184.625,10a,7.945124291035351,
6261,73,robot,24.25,185.625,10a,9.724325169388361,
6262,73,robot,24.375,185.875,10a,9.724325169388361,
6263,73,robot,24.375,186.125,10a,10.130399794677405,
6264,73,robot,24.5,186.25,10a,10.612492638395562,
6265,73,robot,24.5,186.625,10a,11.58123482190047,
6266,73,robot,24.375,187.125,10a,12.502499750049987,
6267,73,robot,24.375,186.875,10a,11.718041645257966,
6268,73,robot,24.5,186.625,10a,11.280514172678478,
6269,73,robot,24.5,186.125,10a,10.307764064044152,
6270,73,robot,24.375,186.375,10a,10.738365797457265,
6271,73,robot,24.25,186.625,10a,10.93446386431452,
6272,73,robot,24.125,187.0,10a,10.111874208078342,
6273,73,robot,24.125,187.875,10a,10.5741429912783,
6274,73,robot,24.125,188.5,10a,9.513148795220223,
6275,73,robot,24.125,188.625,10a,8.0,
6276,73,robot,24.375,188.5,10a,5.755432216610669,
6277,73,robot,24.25,188.75,10a,5.755432216610669,
6278,73,robot,24.125,189.5,10a,6.768493185340442,
6279,73,robot,24.25,189.5,10a,6.519202405202649,
6280,73,robot,24.125,189.75,10a,6.294839156007086,
6281,73,robot,24.0,190.0,10a,5.798706752371601,
6282,73,robot,23.875,190.375,10a,7.0710678118654755,
6283,73,robot,23.875,190.625,10a,8.097067370350823,
6284,73,robot,23.75,191.125,10a,10.111874208078342,
6285,73,robot,23.75,192.0,10a,11.319231422671772,
6286,73,robot,23.75,192.125,10a,11.045361017187261,
6287,73,robot,23.875,192.25,10a,10.51189802081432,
6288,73,robot,24.0,192.125,10a,8.503675675847475,
6289,73,robot,23.875,192.25,10a,7.516648189186453,
6290,73,robot,23.75,192.625,10a,8.035079339994098,
6291,73,robot,23.875,193.5,10a,10.04987562112089,
6292,73,robot,23.625,194.625,10a,11.816302298096474,
6293,73,robot,23.375,196.25,10a,13.583077707206124,
6294,73,robot,23.125,197.875,10a,16.90044378115557,
6295,73,robot,23.0,199.25,10a,19.132759863647482,
6296,73,robot,22.875,200.875,10a,21.86606960566988,
6297,73,robot,22.5,203.0,10a,25.399311014277533,
6298,73,robot,22.375,204.875,10a,28.6574597618142,
6299,73,robot,22.125,206.375,10a,30.672666985444874,
6300,73,robot,21.75,208.25,10a,32.745228660065884,
6301,73,robot,21.625,209.875,10a,35.753496332526694,
6302,73,robot,21.375,212.125,10a,40.063231272577106,
6303,73,robot,21.25,213.5,10a,43.10234912391667,
6304,73,robot,21.25,214.5,10a,44.8086208223373,
6305,73,robot,21.375,215.75,10a,46.49327908418592,
6306,73,robot,21.25,218.25,10a,49.777630518135354,
6307,73,robot,21.5,219.75,10a,50.42940610397866,
6308,73,robot,21.5,222.375,10a,52.38439653179179,
6309,73,robot,21.375,225.375,10a,55.111251119893836,
6310,73,robot,21.5,228.25,10a,58.077534382926416,
6311,73,robot,21.75,230.25,10a,58.79306931943594,
6312,73,robot,21.875,233.25,10a,60.512911845324375,
6313,73,robot,22.0,235.25,10a,60.75462945323591,
6314,73,robot,22.125,238.5,10a,64.25,
6315,73,robot,23.25,239.0,10a,61.57312725532138,
6316,73,robot,24.0,238.5,10a,57.446714440427314,
6317,73,robot,24.125,238.375,10a,52.787309080876625,
6318,73,robot,24.125,238.375,10a,50.08118409143298,
6319,73,robot,23.875,238.0,10a,47.29230909989488,
6320,73,robot,23.625,238.375,10a,45.473206396734334,
6321,73,robot,23.625,238.75,10a,41.274235304848474,
6322,73,robot,23.75,237.75,10a,36.28015986734347,
6323,73,robot,24.125,237.25,10a,30.209683877856122,
6324,73,robot,24.375,236.5,10a,23.04479333819247,
6325,73,robot,25.375,235.25,10a,16.00195300580526,
6326,73,robot,25.625,234.0,10a,10.784827305061496,
6327,73,robot,25.875,232.125,10a,8.31038506929733,
6328,73,robot,25.75,230.375,10a,12.300914600142544,
6329,73,robot,25.875,228.625,10a,21.126109438322995,
6330,73,robot,26.375,227.75,10a,23.351927115336757,
6331,73,robot,27.0,227.875,10a,22.080817466751544,
6332,73,robot,27.125,228.5,10a,20.641281452468014,
6333,73,robot,28.0,229.25,10a,19.827380058898353,
6334,73,robot,28.375,230.375,10a,17.707696066964782,
6335,73,robot,29.25,232.125,10a,16.81703005884214,
6336,73,robot,29.625,233.5,10a,15.945218719101975,
6337,73,robot,29.5,234.125,10a,13.594576124322524,
6338,73,robot,29.25,233.875,10a,12.272937708633577,
6339,73,robot,29.0,233.75,10a,10.761621625015442,
6340,73,robot,28.625,233.125,10a,7.766112283504533,
6341,73,robot,28.0,232.375,10a,5.755432216610669,
6342,73,robot,27.75,231.75,10a,3.824264635194589,
6343,73,robot,27.75,230.875,10a,4.123105625617661,
6344,73,robot,28.125,230.375,10a,5.70087712549569,
6345,73,robot,28.375,230.125,10a,6.209871174187111,
6346,73,robot,28.125,230.0,10a,4.808846015417836,
6347,73,robot,27.75,230.0,10a,3.25,
6348,73,robot,27.125,230.375,10a,2.850438562747845,
6349,73,robot,26.75,231.625,10a,4.100304866714182,
6350,73,robot,26.125,232.0,10a,6.254998001598402,
6351,73,robot,25.375,233.0,10a,8.558621384311845,
6352,73,robot,25.0,233.5,10a,9.086390922693123,
6353,73,robot,24.0,234.0,10a,10.502975768800002,
6354,73,robot,22.5,233.875,10a,13.002403623945844,
6355,73,robot,22.0,233.875,10a,13.334635353094587,
6356,73,robot,21.375,234.0,10a,13.642763649642253,
6357,73,robot,21.0,233.375,10a,13.885694076998815,
6358,73,robot,20.5,232.5,10a,14.85976110171358,
6359,73,robot,20.25,231.0,10a,15.799525309324961,
6360,73,robot,19.875,229.625,10a,17.029386365926403,
6361,73,robot,19.5,228.5,10a,17.50892629489313,
6362,73,robot,19.0,228.75,10a,17.67766952966369,
6363,73,robot,18.625,228.375,10a,17.46424919657298,
6364,73,robot,18.375,227.25,10a,18.897751188964257,
6365,73,robot,18.0,226.625,10a,19.483967768398713,
6366,73,robot,17.75,226.25,10a,20.36694626103776,
6367,73,robot,17.875,226.375,10a,20.152543263816604,
6368,73,robot,17.875,226.625,10a,19.17354948881401,
6369,73,robot,17.875,227.125,10a,16.36497784905314,
6370,73,robot,17.75,228.25,10a,14.100088652203574,
6371,73,robot,17.375,230.375,10a,10.796411440844592,
6372,73,robot,17.25,231.875,10a,8.077747210701755,
6373,73,robot,17.125,232.75,10a,6.768493185340442,
6374,73,robot,17.0,232.875,10a,7.504165509901817,
6375,73,robot,16.875,233.375,10a,9.604686356149273,
6376,73,robot,16.875,233.125,10a,10.636023693091325,
6377,73,robot,16.875,232.625,10a,8.838834764831844,
6378,73,robot,17.25,231.5,10a,6.8282501418738315,
6379,73,robot,17.375,230.375,10a,6.562202374203344,
6380,73,robot,17.375,228.875,10a,4.670385423067351,
6381,73,robot,17.5,227.25,10a,2.0615528128088303,
6382,73,robot,17.75,225.125,10a,2.5124689052802225,
6383,73,robot,17.875,223.5,10a,6.25,
6384,73,robot,18.0,222.5,10a,9.253377761660873,
6385,73,robot,18.0,222.5,10a,11.510864433221338,
6386,73,robot,18.0,222.375,10a,16.048753845704034,
6387,73,robot,18.0,222.625,10a,18.560711193270585,
6388,73,robot,17.75,223.25,10a,19.041074024329614,
6389,73,robot,17.5,223.875,10a,18.027756377319946,
6390,73,robot,17.125,224.75,10a,17.257244855422318,
6391,73,robot,16.625,225.875,10a,14.508618128546908,
6392,73,robot,16.25,227.125,10a,11.070794912742265,
6393,73,robot,16.0,228.5,10a,6.5,
6394,73,robot,15.75,229.75,10a,3.48209706929603,
6395,73,robot,15.125,231.125,10a,6.363961030678928,
6396,73,robot,14.625,232.5,10a,11.971319893812879,
6397,73,robot,14.25,233.875,10a,18.848076824970764,
6398,73,robot,13.625,234.625,10a,23.8183227789028,
6399,73,robot,13.375,235.375,10a,27.3610124081694,
6400,73,robot,12.875,236.25,10a,29.34812600490873,
6401,73,robot,12.5,236.5,10a,30.3160436073047,
6402,73,robot,12.375,236.875,10a,30.640047323723245,
6403,73,robot,12.375,236.625,10a,28.829238630251755,
6404,73,robot,12.5,237.125,10a,28.324018076537094,
6405,73,robot,12.375,238.0,10a,28.151376520518493,
6406,73,robot,12.375,238.0,10a,25.696546460565475,
6407,73,robot,12.25,238.25,10a,23.644502532301246,
6408,73,robot,12.25,238.375,10a,21.126109438322995,
6409,73,robot,12.25,238.25,10a,18.384776310850235,
6410,73,robot,12.25,238.25,10a,15.36635936062931,
6411,73,robot,12.25,238.375,10a,12.673791855636576,
6412,73,robot,12.25,238.5,10a,10.077822185373186,
6413,73,robot,12.25,238.5,10a,8.223442101699263,
6414,73,robot,12.25,238.375,10a,6.408002808988148,
6415,73,robot,12.25,238.5,10a,4.670385423067351,
6416,73,robot,12.25,238.5,10a,4.031128874149275,
6417,73,robot,12.25,238.5,10a,3.2596012026013246,
6418,73,robot,12.125,238.5,10a,3.7831864876053896,
6419,73,robot,12.125,238.375,10a,2.6100766272276377,
6420,73,robot,12.25,238.375,10a,0.7905694150420949,
6421,73,robot,12.25,238.5,10a,1.0307764064044151,
6422,73,robot,12.25,238.5,10a,0.5,
6423,73,robot,12.25,238.5,10a,0.25,
6424,73,robot,12.25,238.5,10a,0.5,
6425,73,robot,12.25,238.5,10a,0.5,
6426,73,robot,12.25,238.5,10a,0.25,
6427,73,robot,12.25,238.5,10a,0.0,
6428,73,robot,12.25,238.5,10a,0.0,
6429,73,robot,12.25,238.5,10a,0.25,
6430,73,robot,12.25,238.5,10a,0.0,
6431,73,robot,12.0,238.625,10a,0.5590169943749475,
6432,73,robot,11.75,238.75,10a,1.118033988749895,
6433,73,robot,11.5,238.625,10a,1.2747548783981961,
6434,73,robot,11.25,237.625,10a,2.3048861143232218,
6435,73,robot,11.0,235.75,10a,5.814851674806504,
8196,74,robot,119.625,0.125,10a,4.418741644707696,
8198,74,robot,121.25,2.0,10a,4.398813737197572,
8199,74,robot,122.0,3.875,10a,4.375422378814003,
8200,74,robot,122.625,6.625,10a,4.337917305633648,
8201,74,robot,123.25,8.875,10a,4.308215370849289,
8202,74,robot,123.625,11.375,10a,4.273019537941078,
8203,74,robot,124.25,14.125,10a,4.236065536364084,
8204,74,robot,125.25,16.75,10a,4.2040814774977155,
8205,74,robot,125.25,19.125,10a,4.168376489122576,
8206,74,robot,125.875,21.25,10a,4.141380802266485,
8207,74,robot,126.5,23.375,10a,4.1183947166620305,
8208,74,robot,126.875,25.625,10a,4.091745927903892,
8209,74,robot,127.0,28.0,10a,4.0576820979190265,
8210,74,robot,127.25,30.0,10a,4.017435287650648,
8211,74,robot,127.75,31.75,10a,3.970369479429671,
8212,74,robot,127.875,33.5,10a,64.46164716386112,
8213,74,robot,128.125,35.25,10a,67.9066454774494,
8214,74,robot,128.25,36.625,10a,66.68208155119335,
8215,74,robot,128.5,38.125,10a,64.08636750510985,
8216,74,robot,128.625,39.625,10a,62.43246351058077,
8217,74,robot,128.75,40.875,10a,59.8837415330739,
8218,74,robot,128.625,41.75,10a,55.93858239176249,
8219,74,robot,128.5,43.25,10a,53.3970972993851,
8220,74,robot,128.5,44.25,10a,50.66865401804157,
8221,74,robot,128.25,45.0,10a,47.73690920032423,
8222,74,robot,128.125,46.0,10a,45.366562576417444,
8223,74,robot,128.125,46.875,10a,42.573465914816005,
8224,74,robot,128.125,47.75,10a,39.56403038114292,
8225,74,robot,128.25,48.625,10a,37.30365263616956,
8226,74,robot,128.25,49.25,10a,35.014282800023196,
8227,74,robot,128.375,49.75,10a,32.515380975778214,
8228,74,robot,128.5,50.25,10a,30.00937353561384,
8229,74,robot,128.875,50.75,10a,28.277641344355438,
8230,74,robot,129.0,51.0,10a,25.76941016011038,
8231,74,robot,129.25,51.375,10a,23.533221198977415,
8232,74,robot,129.5,51.75,10a,21.801662780622948,
8233,74,robot,129.75,52.125,10a,20.871631464741803,
8234,74,robot,129.75,52.125,10a,17.92519177024335,
8235,74,robot,129.75,52.25,10a,16.194134740701646,
8236,74,robot,129.875,52.25,10a,14.85976110171358,
8237,74,robot,129.875,52.5,10a,13.46291201783626,
8238,74,robot,129.875,52.75,10a,12.260199835239229,
8239,74,robot,129.875,52.875,10a,10.831089511217234,
8240,74,robot,129.75,52.875,10a,9.013878188659973,
8241,74,robot,129.75,52.75,10a,7.6157731058639095,
8242,74,robot,129.75,52.75,10a,6.600189391222043,
8243,74,robot,129.75,52.75,10a,5.5901699437494745,
8244,74,robot,129.625,52.625,10a,4.038873605350878,
8245,74,robot,129.625,52.625,10a,3.48209706929603,
8246,74,robot,129.625,52.625,10a,2.6100766272276377,
8247,74,robot,129.625,52.625,10a,1.7677669529663689,
8248,74,robot,129.625,52.875,10a,1.5206906325745548,
8249,74,robot,129.625,52.875,10a,1.5206906325745548,
8250,74,robot,129.625,53.0,10a,1.5206906325745548,
8251,74,robot,129.625,53.0,10a,1.5811388300841898,
8252,74,robot,129.625,52.875,10a,0.9013878188659973,
8253,74,robot,129.625,53.0,10a,0.7071067811865476,
8254,74,robot,129.625,53.0,10a,0.5590169943749475,
8255,74,robot,129.5,53.0,10a,0.5590169943749475,
8256,74,robot,129.5,53.125,10a,0.9013878188659973,
8257,74,robot,129.5,53.125,10a,0.9013878188659973,
