frame,tracker_id,class_name,x_canon,y_canon,jugador,velocidad_10a,distancia_pelota_10a
1233,9,robot,29.5,135.25,10a,5.1478150704935,77.11162768999239
1234,9,robot,29.5,135.0,10a,4.257346591481601,79.51513220764963
1235,9,robot,29.5,134.875,10a,3.816084380618437,83.27852364205312
1236,9,robot,29.375,134.875,10a,3.5794552658190883,88.58197121875308
1237,9,robot,29.5,135.0,10a,3.0,93.78107818211518
1238,9,robot,29.5,135.125,10a,3.2596012026013246,99.50007851755696
1239,9,robot,29.375,135.25,10a,3.881043674065006,
1240,9,robot,29.375,135.375,10a,4.315669125408017,109.93989835360046
1241,9,robot,29.25,136.125,10a,5.5901699437494745,
1242,9,robot,29.125,136.875,10a,7.110731326663946,
1243,9,robot,28.875,138.125,10a,9.370832406995657,127.90676536055472
1244,9,robot,28.5,139.625,10a,12.45491870708115,133.37945165954162
1245,9,robot,28.125,140.75,10a,14.317821063276353,139.1023117169517
1246,9,robot,27.75,141.25,10a,14.011156269202054,143.7407062213067
1247,9,robot,27.375,141.75,10a,14.705441169852742,149.2860090564417
1248,9,robot,26.75,142.375,10a,15.274570370390128,
1249,9,robot,26.25,143.125,10a,17.50178562318714,
1250,9,robot,25.875,143.625,10a,18.942346739514615,
1251,9,robot,25.75,143.75,10a,19.17354948881401,
1252,9,robot,25.875,143.5,10a,18.48140957827622,
1253,9,robot,26.375,143.25,10a,17.41048534648015,
1254,9,robot,26.875,142.375,10a,15.101738310538956,95.46571701401504
1255,9,robot,27.25,141.875,10a,13.67707936658993,102.10051726117747
1256,9,robot,27.875,141.875,10a,11.824233590385468,108.96243618788999
1257,9,robot,28.5,141.875,10a,10.077822185373186,116.17470679971609
1258,9,robot,29.0,141.5,10a,6.754628043053148,123.4884863054042
1259,9,robot,29.625,141.25,10a,3.9528470752104745,130.96194580869667
1260,9,robot,30.25,140.625,10a,4.257346591481601,138.2391496646301
1261,9,robot,30.75,140.625,10a,6.128825336065631,145.6753668263787
1262,9,robot,31.0,141.0,10a,7.403546447480424,153.53709852996442
1263,9,robot,31.125,141.625,10a,8.877640452282352,160.98684922999146
1264,9,robot,31.125,142.75,10a,9.778803607803972,174.02859858368106
1265,9,robot,31.125,143.5,10a,10.502975768800002,190.02569727539483
1266,9,robot,31.125,144.375,10a,10.822430410956681,201.77249719671906
1267,9,robot,30.875,145.75,10a,10.965856099730654,206.04402593863284
1268,9,robot,30.75,146.875,10a,11.363318177363512,205.27915444584235
1269,9,robot,30.625,148.125,10a,13.729530217745982,208.98990705294838
1270,9,robot,30.375,150.0,10a,17.41048534648015,216.7669399378051
1271,9,robot,30.25,151.375,10a,19.584751721683887,225.96352720074097
1272,9,robot,30.125,152.875,10a,22.238761206506087,
1273,9,robot,30.0,154.0,10a,25.079872407968907,
1274,9,robot,29.875,155.375,10a,28.254424432290246,
1275,9,robot,29.875,156.875,10a,32.50865269432125,
1276,9,robot,29.75,158.0,10a,34.80750637434402,
1277,9,robot,29.625,159.625,10a,37.35137213008379,
1278,9,robot,29.625,160.875,10a,38.616706229299254,222.7615387022634
1279,9,robot,29.5,162.5,10a,39.63347701123382,222.14536344474985
1280,9,robot,29.5,163.625,10a,40.38099800648815,
1281,9,robot,29.5,165.375,10a,42.12555637614772,
1282,9,robot,29.375,166.875,10a,42.35637496292618,
1283,9,robot,29.25,168.5,10a,43.353921391265175,210.50033402586325
1284,9,robot,29.125,170.625,10a,45.09988913511872,209.85739205469986
1285,9,robot,29.25,171.625,10a,43.308486466280485,206.20090324729424
1286,9,robot,29.375,172.125,10a,41.53688120213168,
1287,9,robot,29.5,172.75,10a,39.76964923154339,209.43096267027948
1288,9,robot,29.5,173.25,10a,38.51298482330343,210.14020617197463
1289,9,robot,29.625,173.375,10a,36.003472054789384,
1290,9,robot,29.375,176.5,10a,39.26273678693323,203.9798167098892
1291,9,robot,29.25,177.875,10a,39.76257662677307,199.33867223898127
1292,9,robot,29.25,178.625,10a,38.00740059514725,195.03321031301311
1293,9,robot,29.375,179.625,10a,37.50333318519835,192.9673709464893
1294,9,robot,29.375,179.5,10a,34.0009191052242,191.48384396601193
1295,9,robot,29.375,180.875,10a,34.50090578521092,76.17588611233873
1296,9,robot,29.375,182.0,10a,33.250939836341466,
1297,9,robot,29.25,183.5,10a,33.250939836341466,
1298,9,robot,29.125,185.875,10a,34.75089926893979,184.15822001746216
1299,9,robot,29.25,186.375,10a,31.500992047870493,184.26021850904226
1300,9,robot,29.75,186.75,10a,30.26652441229419,
1301,9,robot,29.25,191.875,10a,39.50079113131786,
1302,9,robot,31.75,187.5,10a,29.841246622753548,
1303,9,robot,32.375,187.0,10a,28.094705906985393,
1304,9,robot,32.875,186.75,10a,27.528394431931552,211.42825319715433
1305,9,robot,33.375,186.125,10a,20.846162716432968,208.16887675634896
1306,9,robot,33.375,186.875,10a,19.80056817366613,209.6456087066934
1307,9,robot,33.375,186.875,10a,18.447560814373265,102.40552048107563
1308,9,robot,33.625,186.25,10a,15.742061491431166,
1309,9,robot,33.625,186.5,10a,16.3783393541592,
1310,9,robot,33.625,187.625,10a,15.953056133543814,
1311,9,robot,33.25,187.25,10a,13.050383136138187,
1312,9,robot,33.375,187.375,10a,11.319231422671772,196.5062419492063
1313,9,robot,33.625,187.75,10a,9.75,188.5226279521904
1314,9,robot,34.125,188.125,10a,10.35917467755033,180.76300955947818
1315,9,robot,34.0,188.625,10a,9.290452088031023,
1316,9,robot,34.125,189.0,10a,11.319231422671772,158.5258752538525
1317,9,robot,34.25,189.0,10a,5.830951894845301,145.08214268131002
1318,9,robot,34.375,189.5,10a,6.4031242374328485,
1319,9,robot,34.25,189.625,10a,6.373774391990981,
1320,9,robot,35.25,189.75,10a,8.162413858657255,
1321,9,robot,35.75,189.875,10a,7.652613932506983,
1322,9,robot,36.375,190.5,10a,9.410765112359355,
1323,9,robot,36.625,191.25,10a,11.661903789690601,
1324,9,robot,36.875,191.375,10a,11.718041645257966,
1325,9,robot,36.75,192.0,10a,10.752906583803284,
1326,9,robot,36.625,192.625,10a,12.693502274786104,96.99814753385758
1327,9,robot,36.625,192.75,10a,12.562344526401112,
1328,9,robot,36.625,192.875,10a,11.876973520219703,96.6094748200196
1329,9,robot,36.5,193.625,10a,11.98175696632176,73.01455334383687
1330,9,robot,36.25,194.75,10a,13.050383136138187,69.12002694588595
1331,9,robot,36.125,195.375,10a,13.362728014892767,69.1104188961404
1332,9,robot,35.875,195.75,10a,13.885694076998815,73.53156210091011
1333,9,robot,35.375,196.375,10a,13.894693231590253,77.53477042591923
1334,9,robot,35.5,197.625,10a,16.194134740701646,81.01552706117513
1335,9,robot,36.375,198.25,10a,17.148250639642516,84.72768880360186
1336,9,robot,36.75,198.375,10a,17.11724276862369,89.1916826279222
1337,9,robot,36.625,199.25,10a,17.507141400011598,116.94256068686028
1338,9,robot,36.75,200.875,10a,19.251623308178456,109.69709715849368
1339,9,robot,36.75,201.625,10a,20.501524333570906,
1340,9,robot,36.625,202.375,10a,20.751505969447134,94.89113828487885
1341,9,robot,36.75,203.125,10a,21.00148804251737,
1342,9,robot,36.875,204.375,10a,23.25537572261519,83.27599068759254
1343,9,robot,37.0,205.625,10a,25.511027027542422,77.67922824024451
1344,9,robot,37.0,207.125,10a,27.018512172212592,70.00546853639364
1345,9,robot,37.125,208.625,10a,27.805125426798565,70.50011081551574
1346,9,robot,37.25,210.125,10a,29.585680658048076,70.62544247649001
1347,9,robot,37.25,211.625,10a,31.86887195995491,70.75
1348,9,robot,37.5,212.875,10a,33.272548745174305,70.87511022919118
1349,9,robot,37.625,214.5,10a,34.01654009448933,70.75011042394209
1350,9,robot,37.75,215.875,10a,35.35710678208838,
1351,9,robot,37.75,217.0,10a,37.30365263616956,70.87511022919118
1352,9,robot,37.75,218.75,10a,39.06484992931625,70.87511022919118
1353,9,robot,37.75,220.25,10a,38.80157857613528,71.25
1354,9,robot,37.875,221.875,10a,40.56245184896988,71.37510945700889
1355,9,robot,37.75,223.375,10a,42.060224678429854,71.37543782702842
1356,9,robot,37.75,224.375,10a,42.547032799009614,71.12543936595401
1357,9,robot,37.875,225.875,10a,43.04648650006177,71.25
1358,9,robot,37.875,227.125,10a,43.03559573190547,71.375
1359,9,robot,38.0,228.375,10a,42.547032799009614,71.50010926565078
1360,9,robot,38.125,229.5,10a,41.79787674033216,72.00043402646959
1361,9,robot,38.0,229.75,10a,39.27865196261195,72.12597486342905
1362,9,robot,37.625,229.75,10a,36.25775779057497,72.2504325246569
1363,9,robot,36.5,230.125,10a,34.55792239125495,72.12510831880948
1364,9,robot,35.5,230.125,10a,31.537675881396208,72.125
1365,9,robot,34.25,231.25,10a,31.536684987487188,72.375
1366,9,robot,33.25,231.25,10a,29.88728826775691,72.25010813140698
1367,9,robot,32.0,232.125,10a,29.11721999092633,72.375
1368,9,robot,30.625,232.5,10a,28.34276803701431,72.13030743037216
1369,9,robot,29.375,232.875,10a,27.80287754891569,70.75176676239258
1370,9,robot,28.0,233.125,10a,27.577164466275352,71.25701719830826
1371,9,robot,26.75,233.625,10a,28.74456470360962,71.25175436436635
1372,9,robot,25.75,234.0,10a,29.191180174840483,71.12598856957983
1373,9,robot,25.75,234.0,10a,27.876961814372812,71.1320295296008
1374,9,robot,25.875,233.875,10a,26.628227503910207,71.13828961958532
1375,9,robot,26.25,233.5,10a,25.06117515201552,71.26578772454565
1376,9,robot,26.875,232.875,10a,23.11114449783913,71.00891229275379
1377,9,robot,27.625,231.375,10a,20.26234191795213,71.00275082699261
1378,9,robot,28.25,230.625,10a,16.53027525481654,
1379,9,robot,29.0,229.375,10a,13.0862523283024,71.00176054155277
1380,9,robot,29.5,228.625,10a,10.854146673046206,71.25175436436635
1381,9,robot,30.25,227.375,10a,9.80114789195633,71.12510984174295
1382,9,robot,31.0,226.375,10a,11.672617529928752,70.8754409157361
1383,9,robot,31.625,225.375,10a,14.38966643115816,70.75044169473432
1384,9,robot,32.25,224.25,10a,18.18309654596818,
1385,9,robot,33.0,223.125,10a,22.360679774997898,70.625
1386,9,robot,33.5,222.375,10a,26.239283526803852,70.75
1387,9,robot,33.75,221.625,10a,29.471384426253206,70.75397515334386
1388,9,robot,33.625,221.0,10a,30.39839633928079,70.75044169473432
1389,9,robot,33.0,220.75,10a,29.868461627609815,70.62544247649001
1390,9,robot,32.125,221.125,10a,27.397536385594965,70.7509938092745
1391,9,robot,31.375,221.5,10a,24.465536985727496,70.37511101234584
1392,9,robot,30.625,221.75,10a,20.163395051429212,69.50550787527561
1393,9,robot,29.75,222.0,10a,17.50892629489313,
1394,9,robot,28.75,222.0,10a,14.758472143145442,
1395,9,robot,27.5,222.25,10a,13.362728014892767,
1396,9,robot,26.125,222.75,10a,12.39455525624054,59.567844723474764
1397,9,robot,24.375,222.875,10a,14.985409570645709,57.630287176102115
1398,9,robot,23.75,223.5,10a,16.190274858692177,55.958969343618186
1399,9,robot,23.0,223.625,10a,18.54218164078866,54.864036490218254
1400,9,robot,22.375,223.5,10a,21.26323117496492,53.46055789084136
1401,9,robot,21.75,223.125,10a,23.547823678633232,52.47886479336229
1402,9,robot,21.375,222.375,10a,24.79541288222481,51.61516250095509
1403,9,robot,20.625,221.875,10a,26.05882767892677,51.10039138793361
1404,9,robot,20.0,221.5,10a,26.043233286210835,49.96498774141749
1405,9,robot,19.5,221.75,10a,25.2809216604142,45.894239834645916
1406,9,robot,19.0,221.875,10a,24.761361028828766,40.75479266294947
1407,9,robot,19.0,222.0,10a,23.25537572261519,
1408,9,robot,19.25,221.75,10a,21.005951537600005,
1409,9,robot,19.625,221.25,10a,18.31154007722999,
1410,9,robot,20.0,220.625,10a,15.348045478170828,
1411,9,robot,20.5,220.25,10a,12.31107225224513,26.58859012809818
1412,9,robot,21.0,220.5,10a,8.253787009609589,25.45584412271571
1413,9,robot,21.375,220.875,10a,7.079901129253148,23.97524765252697
1414,9,robot,21.875,221.25,10a,5.25594901040716,22.847661258868488
1415,9,robot,22.5,221.625,10a,3.7583240945932266,22.08294024807385
1416,9,robot,22.875,221.5,10a,3.9528470752104745,21.70325436426528
1417,9,robot,23.375,221.25,10a,4.589389937671455,21.395458046043323
1418,9,robot,23.5,220.625,10a,6.269968101992227,21.45088867622971
1419,9,robot,23.625,219.625,10a,8.162413858657255,21.319738506839148
1420,9,robot,23.75,218.375,10a,10.854146673046206,21.17818748146309
1421,9,robot,23.75,217.25,10a,13.25943060617612,21.26323117496492
1422,9,robot,23.75,215.875,10a,15.502015997927494,21.500363369022395
1423,9,robot,23.75,214.5,10a,17.066048165876012,21.388153847398797
1424,9,robot,23.875,212.625,10a,19.230509613632186,21.779075393597406
1425,9,robot,23.875,211.625,10a,19.59751259726601,
1426,9,robot,23.875,209.375,10a,22.773339676033466,
1427,9,robot,24.0,207.375,10a,26.926984606524364,
1428,9,robot,24.0,206.375,10a,29.471384426253206,15.348045478170828
1429,9,robot,23.75,205.375,10a,31.97068970166268,13.157697366940766
1430,9,robot,23.75,204.5,10a,34.3411196672444,13.526016597653575
1431,9,robot,23.75,203.875,10a,35.2934129831616,
1432,9,robot,23.875,202.875,10a,36.763602924631854,14.767468469578663
1433,9,robot,23.875,202.125,10a,37.00760057069358,15.311862231616375
1434,9,robot,23.625,201.5,10a,36.25,53.841927203620784
1435,9,robot,23.625,200.5,10a,35.75087411518773,
1436,9,robot,23.625,199.125,10a,36.250862058715235,19.250405839877764
1437,9,robot,23.75,197.75,10a,36.25,
1438,9,robot,23.75,197.25,10a,34.5,45.34124088509268
1439,9,robot,23.875,196.625,10a,32.0,43.92322847879013
1440,9,robot,23.75,196.0,10a,31.250999984000515,41.744760150227236
1441,9,robot,23.625,195.625,10a,27.504545078950134,
1442,9,robot,23.625,195.375,10a,24.011715890373182,
1443,9,robot,23.625,195.125,10a,22.51249652970545,
1444,9,robot,23.625,195.0,10a,20.751505969447134,
1445,9,robot,23.5,195.0,10a,19.00657780874821,
1446,9,robot,23.375,195.0,10a,17.765838004439868,39.7203112399689
1447,9,robot,23.125,195.25,10a,15.323592920721955,
1448,9,robot,23.125,195.375,10a,13.583077707206124,
1449,9,robot,23.0,195.375,10a,12.313610356024752,65.27633568147036
1450,9,robot,22.875,195.5,10a,10.111874208078342,
1451,9,robot,22.875,195.5,10a,7.403546447480424,67.64163381379844
1452,9,robot,22.875,195.5,10a,4.828301978956992,65.38025791475589
1453,9,robot,22.875,195.5,10a,3.913118960624632,65.54542794886612
1454,9,robot,22.75,195.75,10a,2.850438562747845,
1455,9,robot,22.625,196.0,10a,2.25,
1456,9,robot,22.625,196.375,10a,2.5,
1457,9,robot,22.625,196.5,10a,3.010398644698074,68.26339154334481
1458,9,robot,22.5,196.875,10a,4.16082924427331,71.8176945466784
1459,9,robot,22.625,196.125,10a,3.010398644698074,
1460,9,robot,22.5,196.0,10a,2.8284271247461903,88.19190722509634
1461,9,robot,22.5,195.875,10a,2.4748737341529163,
1462,9,robot,22.375,195.125,10a,1.5206906325745548,100.2388553655717
1463,9,robot,22.25,196.0,10a,2.1505813167606567,
1464,9,robot,22.25,196.125,10a,2.1213203435596424,
1465,9,robot,22.25,196.125,10a,1.7677669529663689,103.81421205692408
1466,9,robot,22.0,196.625,10a,2.850438562747845,
1467,9,robot,22.125,197.0,10a,3.3541019662496847,
1468,9,robot,22.125,196.875,10a,3.132491021535417,
1469,9,robot,22.125,196.875,10a,2.57390753524675,
1470,9,robot,22.25,197.375,10a,2.850438562747845,
1515,21,robot,61.125,182.375,10a,20.830398146195943,14.735162028291375
1516,21,robot,62.375,182.0,10a,21.514619268922683,16.64331697709324
1517,21,robot,63.625,181.625,10a,22.30243990617299,19.98827781475933
1518,21,robot,64.875,181.125,10a,22.796807068647496,24.614845622103747
1519,21,robot,66.25,180.75,10a,23.558483706581992,29.353715693247423
1520,21,robot,67.5,180.125,10a,24.242361979290735,30.644126680328156
1521,21,robot,68.875,179.875,10a,24.88312958394523,31.289974432715663
1522,21,robot,70.25,179.25,10a,25.85013184276674,30.97201357677605
1523,21,robot,71.5,178.875,10a,26.534018751519795,30.621173230299323
1524,21,robot,72.875,178.5,10a,27.25694672530254,29.75945227990596
1525,21,robot,74.0,178.0,10a,28.085526018947697,29.107827555487546
1526,21,robot,75.375,177.625,10a,28.81285050224854,29.03903622712021
1527,21,robot,76.625,177.25,10a,29.453762899695022,28.692333470807146
1528,21,robot,78.0,176.625,10a,30.219299546275213,28.16524897812906
1529,21,robot,79.125,176.375,10a,30.827843748111874,27.300698251143686
1530,21,robot,80.5,175.875,10a,40.872515214995026,27.177943722805814
1531,21,robot,81.75,175.25,10a,41.03428444605803,24.935228593297474
1532,21,robot,83.125,174.625,10a,41.43669871020132,21.783738200777204
1533,21,robot,84.375,174.25,10a,41.352901953792795,19.702870983691692
1534,21,robot,85.625,173.875,10a,41.11721050849632,17.163278387301187
1535,21,robot,86.875,173.5,10a,40.95271663760538,13.704470073665746
1536,21,robot,88.25,172.875,10a,41.201486623664444,10.789172813520043
1537,21,robot,89.5,172.25,10a,40.96644968751869,9.676808616480953
1538,21,robot,90.625,171.875,10a,40.73159093381942,12.163598357394081
1539,21,robot,92.0,171.25,10a,40.90614257052356,
1540,21,robot,93.125,170.625,10a,40.99542657419239,27.103966499388978
1541,21,robot,94.5,170.25,10a,40.99542657419239,
1542,21,robot,95.875,169.625,10a,41.410294613779314,
1543,21,robot,97.0,169.25,10a,40.762268091949935,34.94862300577807
1544,21,robot,98.25,168.5,10a,41.36574669941303,
1545,21,robot,99.625,168.125,10a,41.27120667002602,28.576924694585315
1546,21,robot,100.875,167.5,10a,41.27120667002602,23.606805162918594
1547,21,robot,102.125,167.0,10a,40.945848385398,18.434003905825776
1548,21,robot,103.375,166.625,10a,40.945848385398,14.355421449752006
1549,21,robot,104.5,166.0,10a,40.90385067447807,11.75066487480602
1550,21,robot,105.375,165.875,10a,40.0195264839553,10.733271868354029
1551,21,robot,106.0,166.0,10a,38.069837141758306,12.553012586626368
1552,21,robot,106.75,166.75,10a,36.21118611699981,16.97102309821067
1553,21,robot,107.5,167.625,10a,34.80391500966522,18.656851958462873
1554,21,robot,108.75,168.375,10a,33.98988820222861,15.786168787897841
1555,21,robot,110.0,169.5,10a,33.82491685133904,11.131318430446592
1556,21,robot,111.125,170.875,10a,33.27348794460839,9.442258734010629
1557,21,robot,112.0,172.0,10a,32.59792938209419,11.402439431981211
1558,21,robot,113.125,173.25,10a,33.22743595283873,
1559,21,robot,114.125,174.875,10a,34.21439755424608,
1560,21,robot,115.125,175.625,10a,34.438350715445125,
1561,21,robot,116.125,177.125,10a,36.066778342402586,
1562,21,robot,117.25,178.375,10a,37.85003302508467,
1563,21,robot,118.25,179.625,10a,39.51028347152169,
1564,21,robot,119.375,181.125,10a,42.42787998474588,
1565,21,robot,120.125,182.875,10a,45.01388674620311,
1566,21,robot,120.625,184.625,10a,47.36164059658407,
1567,21,robot,121.375,186.25,10a,48.75,
1568,21,robot,122.375,188.125,10a,50.65631747373668,
1569,21,robot,123.25,190.5,10a,52.906166937324045,31.506447752801332
1570,21,robot,124.25,191.875,10a,53.05480656830255,38.75020161237874
1571,21,robot,125.25,193.5,10a,53.344399893522095,43.64290463523252
1572,21,robot,126.25,195.125,10a,54.325983654233085,48.81406047441659
1573,21,robot,127.25,196.375,10a,54.19524886925052,50.58903043150758
1574,21,robot,128.5,197.75,10a,54.033554389841875,51.63634863155992
1575,21,robot,129.375,198.875,10a,54.53897688809353,53.2124280596178
1576,21,robot,130.125,200.125,10a,53.85164807134504,54.4165071462695
1577,21,robot,131.375,201.625,10a,54.408753891262755,53.90863219374055
1578,21,robot,132.375,203.375,10a,55.26583483491406,50.497834111969595
1579,21,robot,132.875,205.5,10a,55.72757396477977,47.629428927922284
1580,21,robot,133.75,207.375,10a,56.067481662724965,46.26570679239646
1581,21,robot,134.625,209.375,10a,56.870466852312724,45.66265569368475
1582,21,robot,135.5,210.875,10a,56.776975967376075,45.009026872395275
1583,21,robot,136.75,212.0,10a,55.737106132270625,42.579337712087536
1584,21,robot,137.625,212.125,10a,51.93385215829844,41.92198856208994
1585,21,robot,139.25,212.25,10a,50.6020009485791,40.832929419771
1586,21,robot,140.625,212.375,10a,48.68906448064082,39.746265547847386
1587,21,robot,142.0,212.25,10a,46.53291845564815,38.17087404029412
1588,21,robot,142.875,212.875,10a,45.448459819888285,38.125
1589,21,robot,143.125,213.375,10a,42.80332930976281,35.8403578386154
1590,21,robot,143.375,214.125,10a,41.403502267320334,31.500248014896645
1591,21,robot,143.625,215.125,10a,40.36087214122113,26.287176056016364
1592,21,robot,144.0,216.0,10a,38.26388636821932,21.92209216749168
1593,21,robot,144.375,216.875,10a,36.124783736376884,17.96698360883095
1594,21,robot,144.875,217.5,10a,33.94112549695428,13.622132725825278
1595,21,robot,145.5,218.375,10a,32.190837205639745,9.370832406995657
1596,21,robot,145.875,219.0,10a,29.611019908135553,10.320640726234007
1597,21,robot,146.25,219.0,10a,26.950185528118354,9.702609185162515
1598,21,robot,146.75,218.875,10a,24.2706097986845,
1599,21,robot,147.375,218.875,10a,23.717082451262844,
1600,21,robot,148.0,219.0,10a,22.102036105300343,14.35705401536123
1601,21,robot,148.875,219.75,10a,22.131708022653832,16.16516316032721
1602,21,robot,149.375,220.75,10a,22.506943373101556,14.545188207788856
1603,21,robot,150.125,222.0,10a,23.30906476030302,11.880919577204452
1604,21,robot,150.625,223.125,10a,24.60182920028509,15.94766832486806
1605,21,robot,151.375,224.5,10a,26.202337681970285,20.614391210996263
1606,21,robot,152.125,225.375,10a,26.63174797117155,24.626269002835162
1607,21,robot,152.875,226.625,10a,27.68799378792187,27.75
1608,21,robot,153.875,227.625,10a,28.692333470807146,33.00970501231418
1609,21,robot,155.125,228.75,10a,30.438462510448844,39.0272340808313
1610,21,robot,155.875,230.25,10a,31.537675881396208,45.02256378750548
1611,21,robot,156.0,231.125,10a,31.593116338848247,48.58658508271599
1612,21,robot,155.875,231.0,10a,30.76625586580207,51.11583047354313
1613,21,robot,155.625,230.375,10a,29.052753742115392,54.03543397623452
1614,21,robot,154.75,229.875,10a,26.487025125521363,56.32841756165355
1615,21,robot,154.625,229.25,10a,24.409270779767265,59.09129589034243
1616,21,robot,154.25,229.0,10a,21.39655346077961,63.16768358899984
1617,21,robot,154.125,228.625,10a,18.39327322691641,65.21598730372791
1618,21,robot,153.875,228.125,10a,14.363582422223224,65.1154023638033
1619,21,robot,153.5,227.625,10a,10.680004681646913,64.23406903661017
1620,21,robot,153.125,227.375,10a,6.73145600891813,64.66560619834937
1621,21,robot,153.0,226.875,10a,3.473110997362451,66.14248351097802
1622,21,robot,152.5,226.5,10a,0.7905694150420949,69.18498753342375
1623,21,robot,152.0,226.0,10a,4.962358310319802,71.98231119518184
1624,21,robot,151.375,225.75,10a,9.604686356149273,75.50920887547426
1625,21,robot,151.0,225.375,10a,13.788582233137676,77.76577412332497
1626,21,robot,150.25,225.0,10a,16.802157599546554,78.32474465327033
1627,21,robot,149.875,224.875,10a,17.148250639642516,78.7656730435283
1628,21,robot,149.25,225.0,10a,16.677080080157918,78.65400895695018
1629,21,robot,148.75,225.125,10a,15.305227865013967,78.76676408866876
1630,21,robot,148.25,225.125,10a,15.186342548487442,78.48726011270874
1631,21,robot,147.875,225.0,10a,15.051993223490367,78.43080150680599
1632,21,robot,147.75,224.5,10a,15.186342548487442,78.31925848729672
1633,21,robot,147.875,223.5,10a,15.15132007450176,78.43080150680599
1634,21,robot,148.0,222.875,10a,14.534441853748634,78.48726011270874
1635,21,robot,148.125,222.25,10a,14.320003491619685,78.48726011270874
1636,21,robot,148.625,222.0,10a,13.100572506573902,79.32468877972356
1637,21,robot,148.75,221.5,10a,12.5,60.58632787188872
1638,21,robot,149.25,221.0,10a,11.412712210513327,63.06048683605289
1639,21,robot,149.75,220.5,10a,10.991473968490304,
1640,21,robot,150.0,219.875,10a,11.180339887498949,
1641,21,robot,150.375,219.625,10a,10.752906583803284,68.85503340352105
1642,21,robot,150.5,219.0,10a,11.816302298096474,
1643,21,robot,150.625,218.0,10a,14.267533073380275,
1644,21,robot,150.625,217.0,10a,16.677080080157918,
1645,21,robot,150.5,216.125,10a,18.553975315279473,75.65237107982803
1646,21,robot,150.25,214.625,10a,21.286732957408002,
1647,21,robot,149.875,213.5,10a,22.40675121475668,78.77757453742784
1648,21,robot,149.5,212.375,10a,22.486106821768857,78.82119797364159
1649,21,robot,149.25,210.875,10a,24.12985702402731,80.07037919855257
1650,21,robot,148.875,209.875,10a,24.79541288222481,80.41183059724483
1651,21,robot,148.625,208.625,10a,26.75,
1652,21,robot,148.25,207.5,10a,28.0178514522438,
1653,21,robot,147.875,206.0,10a,30.125777998252595,
1654,21,robot,147.5,204.875,10a,31.572337575795682,
1655,21,robot,147.125,203.625,10a,33.00473450885494,
1656,21,robot,146.875,202.375,10a,35.20298282816387,
1657,21,robot,146.75,201.5,10a,35.79455265819088,
1658,21,robot,146.5,200.125,10a,36.689576176347416,
1659,21,robot,146.25,198.5,10a,38.020553651939366,
1660,21,robot,145.875,197.625,10a,38.13872703696336,
1661,21,robot,145.375,196.125,10a,38.26306966253492,
1662,21,robot,145.25,194.875,10a,38.381310556050586,82.82285312641675
1663,21,robot,144.75,194.0,10a,37.95803603981639,77.45079082875785
1664,21,robot,144.75,193.375,10a,36.138621999185304,78.12859991705982
1665,21,robot,144.375,192.5,10a,35.89655275928317,76.73269348849941
1666,21,robot,144.25,192.0,10a,34.38204473267987,78.12749996000127
1667,21,robot,144.0,191.875,10a,32.3853747855417,
1668,21,robot,144.0,191.875,10a,29.293770668864056,
1669,21,robot,143.875,192.125,10a,26.51061108311161,75.26754363601884
1670,21,robot,144.25,192.625,10a,22.739008333698283,74.75219478383227
1671,21,robot,144.5,193.0,10a,19.3423111338847,75.18362936836715
1672,21,robot,144.875,193.125,10a,17.16464389377187,74.90514835443555
1673,21,robot,145.5,193.875,10a,12.658988901172163,73.90925601709166
1674,21,robot,146.125,194.75,10a,7.504165509901817,72.11806725779608
1675,21,robot,146.625,195.5,10a,4.5069390943299865,70.49157751107575
1676,21,robot,147.25,196.375,10a,3.7831864876053896,68.94245789062064
1677,21,robot,147.75,197.375,10a,7.0710678118654755,67.7555348292669
1678,21,robot,148.375,198.375,10a,11.363318177363512,66.88142492501187
1679,21,robot,149.25,199.25,10a,14.800760115615684,65.94552676262431
1680,21,robot,150.0,200.25,10a,19.152349725294805,66.40524263941816
1681,21,robot,151.5,201.5,10a,23.90083680543424,66.53593953646406
1682,21,robot,152.625,202.5,10a,27.370147971832377,66.2529480476152
1683,21,robot,154.125,203.625,10a,31.02116213168037,67.09135562797938
1684,21,robot,155.125,204.625,10a,33.63406011768428,63.60473645885187
1685,21,robot,156.5,205.875,10a,36.09016486523718,57.35102985125899
1686,21,robot,157.5,206.5,10a,37.48332962798263,50.71689190989527
1687,21,robot,159.0,207.625,10a,40.48533685175412,45.50034340529751
1688,21,robot,160.5,208.75,10a,42.25,40.8166632639171
1689,21,robot,161.625,210.25,10a,43.840620433565945,37.94939064069409
1690,21,robot,162.625,211.875,10a,45.78823538857989,40.33395746762274
1691,21,robot,163.625,213.75,10a,47.75065444577697,45.640066005649025
1692,21,robot,164.5,216.0,10a,50.098028903341095,
1693,21,robot,165.125,217.875,10a,51.41254710671316,55.9179085803466
1694,21,robot,165.5,219.625,10a,52.1230515223351,59.912044907514215
1695,21,robot,165.375,221.0,10a,51.650871241441806,
1696,21,robot,164.625,222.625,10a,49.740576997055435,67.57403347440494
1697,21,robot,163.75,224.0,10a,48.41551920613885,71.14971011887539
1698,21,robot,162.75,224.875,10a,45.86733587205605,74.89680400390927
1699,21,robot,161.625,226.25,10a,45.16151569644225,85.1140778602459
1700,21,robot,160.0,227.5,10a,43.81281205309698,86.0103554811861
