frame,tracker_id,class_name,x_canon,y_canon,num_detecciones,area_pixeles
2294,-1.0,orange ball,44.5,91.125,1,202.0
2295,-1.0,orange ball,44.5,91.125,1,205.0
2296,-1.0,orange ball,44.5,91.0,1,213.0
2297,-1.0,orange ball,44.5,91.125,1,203.5
2298,-1.0,orange ball,44.5,91.125,1,206.5
2299,-1.0,orange ball,44.5,91.125,1,206.5
2300,-1.0,orange ball,44.5,91.125,1,203.5
2301,-1.0,orange ball,44.5,91.125,1,203.0
2302,-1.0,orange ball,44.5,91.125,1,202.5
2303,-1.0,orange ball,44.5,91.125,1,198.0
2304,-1.0,orange ball,44.5,91.125,1,200.0
2305,-1.0,orange ball,44.5,91.125,1,201.0
2306,-1.0,orange ball,44.5,91.125,1,199.0
2307,-1.0,orange ball,44.5,91.125,1,203.0
2308,-1.0,orange ball,44.5,91.125,1,199.0
2309,-1.0,orange ball,44.5,91.125,1,201.0
2310,-1.0,orange ball,44.625,91.125,1,193.0
2311,-1.0,orange ball,44.875,91.125,1,191.5
2312,-1.0,orange ball,44.625,91.125,1,203.5
2313,-1.0,orange ball,44.5,91.125,1,204.0
2314,-1.0,orange ball,44.5,91.125,1,202.0
2315,-1.0,orange ball,44.625,91.125,1,196.5
2316,-1.0,orange ball,44.625,91.125,1,199.5
2317,-1.0,orange ball,44.625,91.125,1,206.0
2318,-1.0,orange ball,44.625,91.125,1,202.0
2319,-1.0,orange ball,44.625,91.125,1,203.0
2320,-1.0,orange ball,44.75,91.125,1,212.0
2321,-1.0,orange ball,44.625,91.125,1,214.5
2322,-1.0,orange ball,44.625,91.125,1,214.5
2323,-1.0,orange ball,44.625,91.125,1,218.0
2324,-1.0,orange ball,44.625,91.125,1,213.0
2325,-1.0,orange ball,44.625,91.125,1,215.0
2326,-1.0,orange ball,44.625,91.125,1,212.0
2327,-1.0,orange ball,44.625,91.125,1,214.0
2328,-1.0,orange ball,44.625,91.125,1,209.5
2329,-1.0,orange ball,44.625,91.125,1,199.5
2330,-1.0,orange ball,44.625,91.125,1,199.0
2331,-1.0,orange ball,44.625,91.125,1,198.0
2332,-1.0,orange ball,44.625,91.125,1,214.5
2333,-1.0,orange ball,44.625,91.125,1,209.5
2334,-1.0,orange ball,44.625,91.125,1,214.0
2335,-1.0,orange ball,44.875,91.125,1,199.0
2336,-1.0,orange ball,44.875,91.125,1,191.5
2337,-1.0,orange ball,44.875,91.125,1,197.0
2338,-1.0,orange ball,44.875,91.125,1,188.0
2339,-1.0,orange ball,44.625,91.125,1,207.5
2340,-1.0,orange ball,44.625,91.125,1,220.5
2341,-1.0,orange ball,44.875,91.125,1,210.0
2342,-1.0,orange ball,44.875,91.125,1,210.0
2343,-1.0,orange ball,44.875,91.125,1,183.0
2344,-1.0,orange ball,44.875,91.125,1,184.5
2345,-1.0,orange ball,44.625,91.125,1,217.0
2346,-1.0,orange ball,44.625,91.125,1,220.5
2347,-1.0,orange ball,44.625,91.125,1,219.5
2348,-1.0,orange ball,44.625,91.125,1,220.5
2349,-1.0,orange ball,44.625,91.125,1,220.5
2350,-1.0,orange ball,44.625,91.125,1,220.0
2351,-1.0,orange ball,44.875,91.125,1,214.0
2352,-1.0,orange ball,44.625,91.125,1,216.5
2353,-1.0,orange ball,44.625,91.125,1,218.0
2354,-1.0,orange ball,44.875,91.125,1,214.0
2355,-1.0,orange ball,44.875,91.125,1,200.5
2356,-1.0,orange ball,44.625,91.125,1,206.0
2357,-1.0,orange ball,44.875,91.125,1,214.0
2358,-1.0,orange ball,44.875,91.125,1,209.0
2359,-1.0,orange ball,44.875,91.125,1,207.5
2360,-1.0,orange ball,44.875,91.125,1,195.5
2361,-1.0,orange ball,44.875,91.125,1,196.5
2362,-1.0,orange ball,44.625,91.125,1,197.5
2363,-1.0,orange ball,44.75,91.125,1,201.0
2364,-1.0,orange ball,44.875,91.125,1,195.0
2365,-1.0,orange ball,39.0,94.625,2,60.5
2365,-1.0,orange ball,44.75,91.125,2,205.5
2366,-1.0,orange ball,44.875,91.125,1,211.5
2367,-1.0,orange ball,44.625,91.125,1,218.5
2368,-1.0,orange ball,44.625,91.125,1,218.5
2369,-1.0,orange ball,44.625,91.125,1,218.0
2370,-1.0,orange ball,44.5,91.125,1,210.0
2371,-1.0,orange ball,44.625,91.125,1,203.5
2372,-1.0,orange ball,44.5,91.125,1,211.5
2373,-1.0,orange ball,44.5,91.125,1,211.5
2374,-1.0,orange ball,44.625,91.125,1,204.5
2375,-1.0,orange ball,44.625,91.125,1,193.5
2376,-1.0,orange ball,44.625,91.125,1,194.5
2377,-1.0,orange ball,44.5,91.125,1,189.0
2378,-1.0,orange ball,44.625,91.125,1,190.5
2379,-1.0,orange ball,44.5,91.125,1,198.5
2380,-1.0,orange ball,44.5,91.125,1,197.5
2381,-1.0,orange ball,44.5,91.125,1,202.0
2382,-1.0,orange ball,44.5,91.125,1,200.0
2383,-1.0,orange ball,44.5,91.125,1,204.0
2384,-1.0,orange ball,44.5,91.125,1,201.0
2385,-1.0,orange ball,44.5,91.125,1,202.5
2386,-1.0,orange ball,44.5,91.125,1,199.5
2387,-1.0,orange ball,44.5,91.125,1,206.5
2388,-1.0,orange ball,44.5,91.125,1,201.5
2389,-1.0,orange ball,44.5,91.125,1,211.0
2390,-1.0,orange ball,44.625,91.125,1,207.5
2391,-1.0,orange ball,44.5,91.125,1,216.5
2392,-1.0,orange ball,44.625,91.125,1,208.0
2393,-1.0,orange ball,44.5,91.125,1,202.5
2394,-1.0,orange ball,44.5,91.125,1,192.5
2395,-1.0,orange ball,44.5,91.125,1,192.0
2396,-1.0,orange ball,44.5,91.125,1,205.0
2397,-1.0,orange ball,44.5,91.125,1,208.0
2398,-1.0,orange ball,44.5,91.125,1,208.0
2399,-1.0,orange ball,44.5,91.125,1,209.0
2400,-1.0,orange ball,44.5,91.125,1,207.0
2401,-1.0,orange ball,44.5,91.125,1,207.0
2402,-1.0,orange ball,44.5,91.125,1,207.0
2403,-1.0,orange ball,44.5,91.125,1,207.0
2404,-1.0,orange ball,44.5,91.125,1,204.5
2405,-1.0,orange ball,44.5,91.125,1,218.0
2406,-1.0,orange ball,44.5,91.0,1,226.0
2407,-1.0,orange ball,44.5,91.0,1,228.0
2408,-1.0,orange ball,44.5,91.0,1,223.0
2409,-1.0,orange ball,44.5,91.0,1,220.0
2410,-1.0,orange ball,44.5,91.125,1,211.0
2411,-1.0,orange ball,44.5,91.125,1,210.0
2412,-1.0,orange ball,44.5,91.125,1,212.0
2413,-1.0,orange ball,44.5,91.0,1,218.0
2414,-1.0,orange ball,44.5,91.125,1,211.0
2415,-1.0,orange ball,44.5,91.0,1,219.0
2416,-1.0,orange ball,44.5,91.0,1,223.0
2417,-1.0,orange ball,44.75,91.0,1,185.5
2418,-1.0,orange ball,44.75,90.875,1,118.5
2419,-1.0,orange ball,44.75,91.0,1,127.0
2420,-1.0,orange ball,44.75,90.875,1,134.0
2421,,,,,0,
2422,,,,,0,
2423,,,,,0,
2424,,,,,0,
2425,,,,,0,
2426,,,,,0,
2427,,,,,0,
2428,,,,,0,
2429,,,,,0,
2430,,,,,0,
2431,-1.0,orange ball,43.5,85.5,1,224.5
2432,,,,,0,
2433,,,,,0,
2434,,,,,0,
2435,,,,,0,
2436,,,,,0,
2437,,,,,0,
2438,,,,,0,
2439,,,,,0,
2440,,,,,0,
2441,,,,,0,
2442,,,,,0,
2443,-1.0,orange ball,36.75,79.25,1,500.5
2444,,,,,0,
2445,,,,,0,
2446,-1.0,orange ball,49.0,94.75,1,591.5
2447,,,,,0,
2448,,,,,0,
2449,-1.0,orange ball,60.0,105.25,1,289.5
2450,-1.0,orange ball,63.375,107.625,1,230.0
2451,-1.0,orange ball,66.75,109.875,1,355.0
2452,,,,,0,
2453,-1.0,orange ball,72.875,112.75,1,331.5
2454,-1.0,orange ball,76.0,114.0,1,245.5
2455,,,,,0,
2456,,,,,0,
2457,-1.0,orange ball,83.875,117.0,1,500.5
2458,-1.0,orange ball,86.125,117.875,1,378.5
2459,-1.0,orange ball,88.125,119.125,1,246.5
2460,-1.0,orange ball,89.25,119.75,1,655.0
2461,-1.0,orange ball,90.25,120.5,1,219.0
2462,-1.0,orange ball,90.625,120.75,1,273.0
2463,-1.0,orange ball,90.375,121.0,1,587.0
2464,,,,,0,
2465,-1.0,orange ball,90.25,121.375,1,258.5
2466,-1.0,orange ball,90.75,120.375,1,298.0
2467,-1.0,orange ball,90.75,120.625,1,593.5
2468,-1.0,orange ball,90.875,120.875,1,387.5
2469,-1.0,orange ball,90.625,121.625,1,183.0
2470,-1.0,orange ball,90.375,122.25,1,132.5
2471,-1.0,orange ball,90.5,121.375,1,383.5
2472,-1.0,orange ball,90.375,121.75,1,570.5
2473,-1.0,orange ball,65.125,126.375,2,60.0
2473,-1.0,orange ball,90.25,122.0,2,571.5
2474,-1.0,orange ball,90.25,122.0,1,583.0
2475,-1.0,orange ball,90.25,122.375,1,370.5
2476,-1.0,orange ball,90.25,122.375,1,579.0
2477,-1.0,orange ball,90.25,121.375,1,191.0
2478,,,,,0,
2479,-1.0,orange ball,89.875,122.625,1,563.0
2480,-1.0,orange ball,90.125,122.625,1,525.0
2481,-1.0,orange ball,90.0,122.625,1,546.0
2482,-1.0,orange ball,90.125,122.875,1,312.5
2483,-1.0,orange ball,91.75,124.5,1,231.0
2484,-1.0,orange ball,93.0,126.0,1,249.5
2485,,,,,0,
2486,-1.0,orange ball,95.25,128.75,1,71.0
2487,-1.0,orange ball,96.5,130.125,1,565.0
2488,,,,,0,
2489,-1.0,orange ball,98.75,132.625,1,223.0
2490,-1.0,orange ball,99.875,133.875,1,590.0
2491,-1.0,orange ball,100.875,135.125,1,336.0
2492,-1.0,orange ball,102.0,136.375,1,67.5
2493,-1.0,orange ball,103.125,137.625,1,61.0
2494,-1.0,orange ball,104.125,138.875,1,391.0
2495,-1.0,orange ball,105.125,140.125,1,573.5
2496,-1.0,orange ball,106.0,141.375,1,196.5
2497,-1.0,orange ball,107.0,142.375,1,389.0
2498,-1.0,orange ball,107.875,143.5,1,564.0
2499,,,,,0,
2500,-1.0,orange ball,109.625,145.875,1,577.0
2501,-1.0,orange ball,110.5,147.0,1,299.0
2502,-1.0,orange ball,111.5,148.125,1,550.0
2503,-1.0,orange ball,112.25,149.25,1,557.5
2504,-1.0,orange ball,113.125,150.375,1,562.0
2505,-1.0,orange ball,113.875,151.5,1,540.0
2506,-1.0,orange ball,114.5,152.75,1,215.5
2507,,,,,0,
2508,-1.0,orange ball,115.875,155.0,1,323.0
2509,-1.0,orange ball,116.5,156.0,1,336.5
2510,-1.0,orange ball,117.25,157.125,1,286.5
2511,-1.0,orange ball,118.0,158.5,1,211.0
2512,-1.0,orange ball,118.625,159.375,1,188.5
2513,-1.0,orange ball,119.25,160.75,1,234.5
2514,-1.0,orange ball,119.75,161.375,1,299.0
2515,-1.0,orange ball,120.5,162.5,1,258.5
2516,-1.0,orange ball,121.125,163.5,1,250.5
2517,-1.0,orange ball,121.625,164.5,1,206.5
2518,-1.0,orange ball,122.125,165.5,1,541.0
2519,-1.0,orange ball,122.75,166.625,1,254.5
2520,-1.0,orange ball,123.25,167.5,1,283.5
2521,-1.0,orange ball,123.75,168.375,1,317.0
2522,-1.0,orange ball,124.25,169.375,1,595.0
2523,-1.0,orange ball,124.75,170.25,1,582.0
2524,-1.0,orange ball,125.375,171.125,1,302.0
2525,-1.0,orange ball,125.875,172.125,1,304.0
2526,-1.0,orange ball,126.25,172.875,1,593.0
2527,-1.0,orange ball,126.75,173.875,1,275.0
2528,-1.0,orange ball,127.25,174.75,1,276.5
2529,-1.0,orange ball,127.625,175.75,1,266.5
2530,-1.0,orange ball,128.0,176.25,1,231.0
2531,-1.0,orange ball,128.5,177.25,1,232.0
2532,-1.0,orange ball,128.875,178.0,1,270.5
2533,-1.0,orange ball,129.125,179.125,1,214.5
2534,-1.0,orange ball,129.625,179.625,1,277.0
2535,-1.0,orange ball,130.0,180.375,1,255.0
2536,-1.0,orange ball,130.25,181.0,1,245.5
2537,-1.0,orange ball,130.625,181.75,1,316.5
2538,-1.0,orange ball,130.875,183.125,1,236.5
2539,-1.0,orange ball,131.125,183.875,1,115.0
2540,-1.0,orange ball,131.625,184.125,1,245.0
2541,-1.0,orange ball,131.75,184.875,1,332.5
2542,-1.0,orange ball,132.0,185.5,1,294.0
2543,-1.0,orange ball,132.375,187.0,1,232.5
2544,-1.0,orange ball,132.625,186.875,1,285.0
2545,-1.0,orange ball,132.875,187.5,1,284.0
2546,-1.0,orange ball,133.125,188.25,1,587.5
2547,-1.0,orange ball,133.25,189.25,1,198.0
2548,-1.0,orange ball,133.375,189.5,1,264.5
2549,-1.0,orange ball,133.625,190.25,1,274.0
2550,-1.0,orange ball,133.75,190.75,1,201.0
2551,-1.0,orange ball,134.0,191.25,1,276.5
2552,-1.0,orange ball,134.375,192.375,1,191.5
2553,-1.0,orange ball,134.125,193.25,1,196.0
2554,-1.0,orange ball,134.125,193.25,1,240.5
2555,-1.0,orange ball,134.25,194.625,1,204.5
2556,-1.0,orange ball,134.25,194.375,1,580.5
2557,-1.0,orange ball,134.25,194.875,1,591.0
2558,-1.0,orange ball,134.125,195.25,1,566.5
2559,-1.0,orange ball,134.375,195.875,1,572.5
2560,-1.0,orange ball,134.375,196.25,1,276.5
2561,-1.0,orange ball,134.25,196.75,1,290.5
2562,-1.0,orange ball,134.25,197.375,1,243.0
2563,-1.0,orange ball,134.125,197.75,1,190.5
2564,,,,,0,
2565,-1.0,orange ball,134.375,198.75,1,262.5
2566,-1.0,orange ball,134.375,199.0,1,324.0
2567,-1.0,orange ball,134.125,200.375,1,211.0
2568,-1.0,orange ball,134.375,200.375,1,171.0
2569,-1.0,orange ball,134.125,201.625,1,170.0
2570,-1.0,orange ball,134.125,202.0,1,169.5
2571,-1.0,orange ball,134.375,201.125,1,280.0
2572,-1.0,orange ball,134.375,201.125,1,609.5
2573,-1.0,orange ball,134.375,201.5,1,328.5
2574,-1.0,orange ball,134.375,201.875,1,603.0
2575,-1.0,orange ball,134.25,202.0,1,270.5
2576,-1.0,orange ball,134.25,202.25,1,582.5
2577,-1.0,orange ball,134.25,202.625,1,580.0
2578,-1.0,orange ball,134.25,202.875,1,271.5
2579,-1.0,orange ball,134.125,203.125,1,301.0
2580,-1.0,orange ball,134.125,204.5,1,137.0
2581,-1.0,orange ball,134.375,203.5,1,600.5
2582,-1.0,orange ball,134.375,203.5,1,269.0
2583,-1.0,orange ball,134.625,203.625,1,618.0
2584,-1.0,orange ball,134.5,203.75,1,625.0
2585,-1.0,orange ball,134.625,204.0,1,274.5
2586,-1.0,orange ball,134.875,204.0,1,614.0
2587,-1.0,orange ball,134.875,204.125,1,248.5
2588,-1.0,orange ball,135.0,204.125,1,269.0
2589,-1.0,orange ball,135.0,204.25,1,614.0
2590,-1.0,orange ball,135.125,204.25,1,228.5
2591,-1.0,orange ball,135.25,205.0,1,183.5
2592,-1.0,orange ball,135.25,204.5,1,309.0
2593,-1.0,orange ball,135.25,204.5,1,603.5
2594,-1.0,orange ball,135.25,204.5,1,608.0
2595,-1.0,orange ball,135.25,204.5,1,598.0
2596,-1.0,orange ball,135.25,204.5,1,593.5
2597,-1.0,orange ball,135.25,205.0,1,184.5
2598,-1.0,orange ball,135.25,204.375,1,602.0
2599,-1.0,orange ball,135.125,204.375,1,608.0
2600,-1.0,orange ball,135.125,204.375,1,600.5
2601,-1.0,orange ball,135.125,204.25,1,321.5
2602,-1.0,orange ball,135.125,204.375,1,171.5
2603,-1.0,orange ball,135.125,204.25,1,198.0
2604,-1.0,orange ball,135.125,204.375,1,237.0
2605,-1.0,orange ball,135.125,204.375,1,598.0
2606,-1.0,orange ball,135.125,204.375,1,613.5
2607,-1.0,orange ball,135.125,204.375,1,609.0
2608,-1.0,orange ball,135.125,204.375,1,609.0
2609,-1.0,orange ball,135.125,204.25,1,611.0
2610,-1.0,orange ball,135.125,204.375,1,585.0
2611,-1.0,orange ball,135.125,204.375,1,600.5
2612,-1.0,orange ball,135.125,204.375,1,605.0
2613,-1.0,orange ball,135.125,204.375,1,589.0
2614,-1.0,orange ball,135.125,204.375,1,587.0
2615,-1.0,orange ball,135.125,204.375,1,605.0
2616,-1.0,orange ball,135.125,204.375,1,590.0
2617,-1.0,orange ball,135.125,204.375,1,589.5
2618,-1.0,orange ball,135.125,204.375,1,606.0
2619,-1.0,orange ball,135.125,204.375,1,605.0
2620,-1.0,orange ball,135.125,204.375,1,608.0
2621,-1.0,orange ball,135.125,204.375,1,585.5
2622,-1.0,orange ball,135.125,204.375,1,591.5
2623,-1.0,orange ball,135.125,204.375,1,590.5
2624,-1.0,orange ball,135.125,204.375,1,599.0
2625,-1.0,orange ball,135.125,204.375,1,601.0
2626,-1.0,orange ball,135.125,204.375,1,611.0
2627,-1.0,orange ball,135.125,204.375,1,609.0
2628,-1.0,orange ball,135.125,204.375,1,614.0
2629,-1.0,orange ball,135.125,204.375,1,613.5
2630,-1.0,orange ball,135.125,204.375,1,614.5
2631,-1.0,orange ball,135.125,204.5,1,632.5
2632,-1.0,orange ball,135.125,204.5,1,638.0
2633,-1.0,orange ball,135.125,204.5,1,638.5
2634,-1.0,orange ball,135.125,204.5,1,624.5
2635,-1.0,orange ball,135.125,204.5,1,631.5
2636,-1.0,orange ball,135.125,204.5,1,631.5
2637,-1.0,orange ball,135.125,204.5,1,617.0
2638,-1.0,orange ball,135.125,204.375,1,611.5
2639,-1.0,orange ball,135.125,204.375,1,611.5
2640,-1.0,orange ball,135.125,204.375,1,615.5
2641,-1.0,orange ball,135.125,204.375,1,602.0
2642,-1.0,orange ball,135.125,204.375,1,609.5
2643,-1.0,orange ball,135.125,204.375,1,245.5
2644,-1.0,orange ball,135.125,204.375,1,606.0
2645,-1.0,orange ball,135.125,204.375,1,606.0
2646,-1.0,orange ball,135.125,204.375,1,614.5
2647,-1.0,orange ball,135.125,204.375,1,607.0
2648,-1.0,orange ball,135.25,204.375,1,590.5
2649,-1.0,orange ball,135.25,204.375,1,587.0
2650,-1.0,orange ball,135.25,204.375,1,353.5
2651,-1.0,orange ball,135.25,204.375,1,577.5
2652,-1.0,orange ball,135.25,204.375,1,580.0
2653,-1.0,orange ball,135.25,204.375,1,589.5
2654,-1.0,orange ball,135.25,204.375,1,576.5
2655,-1.0,orange ball,135.25,204.75,1,247.5
2656,-1.0,orange ball,135.25,204.375,1,328.0
2657,-1.0,orange ball,135.125,204.375,1,349.0
2658,-1.0,orange ball,135.125,204.375,1,605.5
2659,-1.0,orange ball,135.125,204.375,1,588.0
2660,-1.0,orange ball,135.125,204.375,1,608.0
2661,-1.0,orange ball,135.125,204.375,1,602.0
2662,-1.0,orange ball,135.125,204.375,1,604.0
2663,-1.0,orange ball,135.125,204.375,1,599.0
2664,-1.0,orange ball,135.125,204.375,1,206.0
2665,-1.0,orange ball,135.125,204.375,1,602.5
2666,-1.0,orange ball,135.125,204.375,1,598.0
2667,-1.0,orange ball,135.25,205.0,1,210.5
2668,-1.0,orange ball,135.25,204.375,1,568.5
2669,-1.0,orange ball,135.125,204.375,1,592.5
2670,-1.0,orange ball,135.25,204.375,1,578.0
2671,-1.0,orange ball,135.25,204.375,1,580.0
2672,-1.0,orange ball,135.25,204.375,1,580.0
2673,-1.0,orange ball,135.25,204.375,1,585.0
2674,-1.0,orange ball,135.125,204.375,1,585.5
2675,-1.0,orange ball,135.125,204.375,1,591.0
2676,-1.0,orange ball,135.125,204.375,1,612.0
2677,-1.0,orange ball,135.125,204.375,1,608.5
2678,-1.0,orange ball,135.125,204.375,1,591.5
2679,-1.0,orange ball,135.125,204.375,1,231.0
2680,-1.0,orange ball,135.125,204.375,1,287.5
2681,-1.0,orange ball,135.125,204.375,1,590.5
2682,-1.0,orange ball,135.125,204.375,1,589.5
2683,-1.0,orange ball,135.125,204.375,1,590.5
2684,-1.0,orange ball,135.125,204.375,1,584.0
2685,-1.0,orange ball,135.125,204.375,1,594.0
2686,-1.0,orange ball,135.125,204.375,1,596.5
2687,-1.0,orange ball,135.125,204.375,1,611.5
2688,-1.0,orange ball,135.125,204.375,1,620.5
2689,-1.0,orange ball,135.125,204.375,1,621.0
2690,-1.0,orange ball,135.125,204.375,1,603.0
2691,-1.0,orange ball,135.125,204.375,1,591.5
2692,-1.0,orange ball,135.125,204.375,1,582.0
2693,-1.0,orange ball,135.125,204.375,1,603.0
2694,-1.0,orange ball,135.125,204.375,1,586.5
2695,-1.0,orange ball,135.125,204.375,1,597.5
2696,-1.0,orange ball,135.125,204.375,1,609.5
2697,-1.0,orange ball,135.125,204.375,1,615.0
2698,-1.0,orange ball,135.125,204.375,1,606.0
2699,-1.0,orange ball,135.125,204.375,1,607.5
2700,-1.0,orange ball,135.125,204.375,1,584.0
2701,-1.0,orange ball,135.125,204.375,1,576.0
2702,-1.0,orange ball,135.125,204.375,1,598.5
2703,-1.0,orange ball,135.125,204.375,1,602.0
2704,-1.0,orange ball,135.125,204.375,1,589.0
2705,-1.0,orange ball,135.125,204.375,1,596.0
2706,-1.0,orange ball,135.125,204.375,1,615.0
2707,-1.0,orange ball,135.125,204.375,1,611.0
2708,-1.0,orange ball,135.125,204.375,1,612.5
2709,-1.0,orange ball,135.125,204.375,1,615.0
2710,-1.0,orange ball,135.125,204.375,1,608.0
2711,-1.0,orange ball,135.125,204.375,1,606.0
2712,-1.0,orange ball,135.125,204.375,1,600.0
2713,-1.0,orange ball,135.125,204.375,1,604.0
2714,-1.0,orange ball,135.125,204.375,1,595.5
2715,-1.0,orange ball,135.125,204.375,1,584.5
2716,-1.0,orange ball,135.125,204.375,1,592.5
2717,-1.0,orange ball,135.125,204.375,1,609.5
2718,-1.0,orange ball,135.125,204.375,1,595.0
2719,-1.0,orange ball,135.125,204.375,1,610.5
2720,-1.0,orange ball,135.125,204.375,1,595.0
2721,-1.0,orange ball,135.125,204.375,1,597.0
2722,-1.0,orange ball,135.125,204.375,1,600.5
2723,-1.0,orange ball,135.25,204.375,1,592.5
2724,-1.0,orange ball,135.25,204.375,1,595.5
2725,-1.0,orange ball,135.25,204.375,1,599.5
2726,-1.0,orange ball,135.125,204.375,1,601.0
2727,-1.0,orange ball,135.125,204.5,1,626.5
2728,-1.0,orange ball,135.125,204.5,1,633.0
2729,-1.0,orange ball,135.125,204.5,1,635.0
2730,-1.0,orange ball,135.125,204.375,1,617.5
2731,-1.0,orange ball,135.125,204.375,1,615.5
2732,-1.0,orange ball,135.125,204.375,1,614.5
2733,-1.0,orange ball,135.125,204.375,1,615.0
2734,-1.0,orange ball,135.125,204.375,1,616.5
2735,-1.0,orange ball,135.125,204.375,1,619.5
2736,-1.0,orange ball,135.125,204.375,1,622.0
2737,-1.0,orange ball,135.125,204.375,1,261.5
2738,-1.0,orange ball,135.125,204.375,1,607.0
2739,-1.0,orange ball,135.125,204.375,1,612.5
2740,-1.0,orange ball,135.125,204.375,1,613.0
2741,-1.0,orange ball,135.125,204.375,1,615.5
2742,-1.0,orange ball,135.125,204.375,1,593.5
2743,-1.0,orange ball,135.125,204.375,1,608.0
2744,-1.0,orange ball,135.125,204.375,1,600.0
2745,-1.0,orange ball,135.125,204.375,1,597.5
2746,-1.0,orange ball,135.125,204.375,1,596.0
2747,-1.0,orange ball,135.125,204.375,1,600.0
2748,-1.0,orange ball,135.125,204.25,1,609.0
2749,-1.0,orange ball,135.125,204.25,1,605.0
2750,-1.0,orange ball,135.125,204.25,1,599.0
2751,-1.0,orange ball,135.125,204.25,1,606.0
2752,-1.0,orange ball,135.125,204.375,1,610.5
2753,-1.0,orange ball,135.125,204.375,1,618.5
2754,-1.0,orange ball,135.125,204.375,1,608.5
2755,-1.0,orange ball,135.125,204.375,1,599.0
2756,-1.0,orange ball,135.125,204.375,1,607.5
2757,-1.0,orange ball,135.125,204.375,1,609.5
2758,-1.0,orange ball,135.125,204.375,1,589.0
2759,-1.0,orange ball,135.125,204.375,1,599.5
2760,-1.0,orange ball,135.125,204.375,1,609.5
2761,-1.0,orange ball,135.125,204.375,1,599.5
2762,-1.0,orange ball,135.125,204.375,1,612.5
2763,-1.0,orange ball,135.25,204.375,1,605.5
2764,-1.0,orange ball,135.25,204.375,1,588.5
2765,-1.0,orange ball,135.25,204.375,1,575.5
2766,-1.0,orange ball,135.25,204.375,1,578.5
2767,-1.0,orange ball,135.25,204.375,1,577.0
2768,-1.0,orange ball,135.25,204.375,1,592.5
2769,-1.0,orange ball,135.25,204.375,1,588.0
2770,-1.0,orange ball,135.25,204.375,1,596.5
2771,-1.0,orange ball,135.25,204.375,1,591.0
2772,-1.0,orange ball,135.25,204.375,1,266.0
2773,-1.0,orange ball,135.25,204.375,1,584.5
2774,-1.0,orange ball,135.125,204.375,1,257.5
2775,-1.0,orange ball,135.125,204.375,1,596.5
2776,-1.0,orange ball,135.25,204.375,1,569.5
2777,-1.0,orange ball,135.25,204.375,1,570.0
2778,-1.0,orange ball,135.25,204.375,1,592.5
2779,-1.0,orange ball,135.25,204.375,1,591.0
2780,-1.0,orange ball,135.125,204.375,1,598.5
2781,-1.0,orange ball,135.125,204.375,1,595.0
2782,-1.0,orange ball,135.125,204.375,1,597.0
2783,-1.0,orange ball,135.125,204.375,1,593.0
2784,-1.0,orange ball,135.125,204.5,1,617.5
2785,-1.0,orange ball,135.125,204.5,1,623.5
2786,-1.0,orange ball,135.125,204.375,1,618.0
2787,-1.0,orange ball,135.125,204.375,1,615.0
2788,-1.0,orange ball,135.125,204.375,1,618.0
2789,-1.0,orange ball,135.125,204.375,1,612.0
2790,-1.0,orange ball,135.125,204.375,1,608.0
2791,-1.0,orange ball,135.125,204.375,1,605.0
2792,-1.0,orange ball,135.125,204.5,1,621.0
2793,-1.0,orange ball,135.125,204.375,1,601.0
2794,-1.0,orange ball,135.125,204.375,1,594.0
2795,-1.0,orange ball,135.125,204.375,1,610.5
2796,-1.0,orange ball,135.125,204.5,1,626.5
2797,-1.0,orange ball,135.125,204.375,1,611.5
2798,-1.0,orange ball,135.125,204.375,1,618.0
2799,-1.0,orange ball,135.125,204.375,1,607.5
2800,-1.0,orange ball,135.125,204.5,1,225.5
2801,-1.0,orange ball,135.125,204.5,1,620.5
2802,-1.0,orange ball,135.125,204.5,1,608.0
2803,-1.0,orange ball,135.125,204.5,1,622.0
2804,-1.0,orange ball,135.125,204.5,1,628.0
2805,-1.0,orange ball,135.125,204.5,1,592.5
2806,-1.0,orange ball,135.125,204.375,1,602.5
2807,-1.0,orange ball,135.125,204.375,1,599.5
2808,-1.0,orange ball,135.125,204.375,1,601.5
2809,-1.0,orange ball,135.125,204.375,1,614.0
2810,-1.0,orange ball,135.125,204.375,1,583.5
2811,-1.0,orange ball,135.125,204.375,1,573.0
2812,-1.0,orange ball,135.125,204.375,1,608.5
2813,-1.0,orange ball,135.125,204.375,1,604.0
2814,-1.0,orange ball,135.125,204.375,1,258.5
2815,-1.0,orange ball,135.125,204.375,1,611.0
2816,-1.0,orange ball,135.125,204.375,1,600.0
2817,-1.0,orange ball,135.125,204.375,1,599.0
2818,-1.0,orange ball,135.125,204.375,1,601.0
2819,-1.0,orange ball,135.125,204.375,1,586.5
2820,-1.0,orange ball,135.125,204.375,1,598.0
2821,-1.0,orange ball,135.125,204.375,1,616.0
2822,-1.0,orange ball,135.125,204.375,1,608.0
2823,-1.0,orange ball,135.125,204.375,1,601.5
2824,-1.0,orange ball,135.125,204.375,1,605.5
2825,-1.0,orange ball,135.125,204.375,1,609.0
2826,-1.0,orange ball,135.125,204.375,1,609.0
2827,-1.0,orange ball,135.125,204.375,1,596.0
2828,-1.0,orange ball,135.125,204.375,1,595.0
2829,-1.0,orange ball,135.125,204.375,1,583.5
2830,-1.0,orange ball,135.125,204.375,1,606.0
