frame,tracker_id,class_name,x_canon,y_canon,jugador,velocidad_17b,distancia_pelota_17b
104,1,robot,90.75,139.25,17b,4.430011286667337,15.696834872037101
105,1,robot,90.75,139.25,17b,4.190763653560053,15.945708670360185
106,1,robot,90.75,139.25,17b,3.7165171868296265,15.945708670360185
107,1,robot,90.75,139.125,17b,3.020761493398643,15.945708670360185
108,1,robot,90.75,139.125,17b,2.23606797749979,15.945708670360185
109,1,robot,90.625,138.875,17b,2.23606797749979,15.945708670360185
110,1,robot,90.625,138.75,17b,1.6007810593582121,15.945708670360185
111,1,robot,90.375,138.25,17b,2.0155644370746373,16.547280743372912
112,1,robot,90.25,137.875,17b,2.57390753524675,17.045893933730785
113,1,robot,90.0,137.375,17b,4.038873605350878,17.266296649832007
114,1,robot,90.0,137.0,17b,4.5069390943299865,16.75419723531987
115,1,robot,90.0,137.0,17b,4.743416490252569,15.947178433817061
116,1,robot,90.0,137.125,17b,4.5069390943299865,15.258194519667128
117,1,robot,90.0,137.125,17b,4.5069390943299865,16.51183287827248
118,1,robot,90.0,137.0,17b,4.743416490252569,22.308210371968432
119,1,robot,89.875,137.0,17b,4.828301978956992,27.70040613420677
120,1,robot,90.125,137.0,17b,4.670385423067351,33.1497549010547
121,1,robot,90.125,137.0,17b,4.670385423067351,41.1698084158768
122,1,robot,90.125,136.875,17b,4.670385423067351,50.30438599168068
123,1,robot,90.125,137.0,17b,4.430011286667337,60.13591377039182
124,1,robot,90.0,137.0,17b,3.9528470752104745,69.27312339572974
125,1,robot,90.125,137.0,17b,3.640054944640259,80.25009735196588
126,1,robot,90.125,137.0,17b,2.5495097567963922,92.03846003166285
127,1,robot,90.125,137.0,17b,1.7677669529663689,100.09620372421723
128,1,robot,90.125,137.0,17b,0.7905694150420949,107.20147503649379
129,1,robot,90.125,137.0,17b,0.25,111.11459456345058
130,1,robot,90.125,137.0,17b,0.25,112.34169417451385
131,1,robot,90.125,137.0,17b,0.3535533905932738,112.46700905154364
132,1,robot,90.125,137.0,17b,0.3535533905932738,113.82476938259089
133,1,robot,90.125,137.0,17b,0.25,116.75086991110602
134,1,robot,90.0,137.0,17b,0.25,120.17695286534769
135,1,robot,90.0,137.0,17b,0.25,122.14361424159677
136,1,robot,90.0,136.875,17b,0.3535533905932738,125.15203254442174
137,1,robot,90.0,137.0,17b,0.3535533905932738,129.49722487374007
138,1,robot,90.0,137.0,17b,0.25,128.4699624425881
139,1,robot,90.0,137.0,17b,0.0,124.53036778232047
140,1,robot,90.125,136.875,17b,0.25,120.64598263100184
141,1,robot,90.125,137.0,17b,0.0,118.81195752111822
142,1,robot,90.125,137.125,17b,0.25,121.13267519542363
143,1,robot,90.125,137.125,17b,0.25,122.43040114693736
144,1,robot,90.0,137.125,17b,0.3535533905932738,120.05421952184771
145,1,robot,90.125,137.125,17b,0.25,118.01251257811606
146,1,robot,90.125,137.125,17b,0.25,122.61480589635168
147,1,robot,90.125,137.125,17b,0.25,128.50735630694456
148,1,robot,90.0,137.25,17b,0.5590169943749475,126.36504659121525
149,1,robot,90.125,137.125,17b,0.3535533905932738,118.79407076954641
150,1,robot,90.125,137.125,17b,0.3535533905932738,
151,1,robot,90.0,137.0,17b,0.25,
152,1,robot,89.875,137.0,17b,0.25,
153,1,robot,90.0,136.875,17b,0.25,
154,1,robot,90.0,136.625,17b,0.75,104.68718283534045
155,1,robot,90.0,136.625,17b,0.5590169943749475,
156,1,robot,90.125,135.875,17b,2.25,101.0403694074799
157,1,robot,90.0,136.0,17b,2.2638462845343543,101.46312445908612
158,1,robot,90.0,136.625,17b,1.0307764064044151,
159,1,robot,90.0,136.375,17b,1.5,
160,1,robot,90.0,136.5,17b,1.2747548783981961,
161,1,robot,90.0,136.625,17b,1.0307764064044151,
162,1,robot,90.0,136.625,17b,1.0307764064044151,
163,1,robot,90.0,136.75,17b,1.0,
164,1,robot,90.0,136.875,17b,0.5590169943749475,83.7892631844916
165,1,robot,90.0,136.875,17b,0.5590169943749475,
166,1,robot,90.0,136.75,17b,0.5,
167,1,robot,90.0,136.75,17b,0.5590169943749475,26.182353312870866
168,1,robot,90.0,136.875,17b,0.0,29.539433389961967
169,1,robot,90.0,136.75,17b,0.25,
170,1,robot,90.0,136.75,17b,0.25,21.940615875585625
171,1,robot,90.0,136.875,17b,2.0155644370746373,16.29512964047847
172,1,robot,90.0,136.625,17b,1.25,15.774286830154953
173,1,robot,90.0,136.625,17b,0.0,15.933945682096446
174,1,robot,90.0,136.875,17b,1.0,
175,1,robot,90.0,136.875,17b,0.75,
176,1,robot,90.0,136.75,17b,0.25,
177,1,robot,90.0,136.875,17b,0.5,34.40975515751311
178,1,robot,90.0,136.875,17b,0.25,
179,1,robot,90.0,136.875,17b,0.0,15.258194519667128
180,1,robot,90.0,136.625,17b,0.5,
181,1,robot,90.0,136.75,17b,0.0,15.800019778468632
182,1,robot,90.0,136.875,17b,0.25,
183,1,robot,90.0,137.0,17b,0.25,15.892706660603787
184,1,robot,89.875,137.0,17b,0.5590169943749475,16.333439625504482
185,1,robot,90.0,136.75,17b,0.0,15.600981539633972
186,1,robot,90.0,136.875,17b,0.0,17.890290662814845
187,1,robot,90.0,136.875,17b,0.5,
188,1,robot,90.0,136.875,17b,0.5,
189,1,robot,90.0,136.875,17b,0.0,42.66017610137117
190,1,robot,90.0,137.0,17b,0.25,
191,1,robot,90.0,136.875,17b,0.25,46.516965990915615
192,1,robot,90.0,136.875,17b,0.0,
193,1,robot,90.0,137.0,17b,0.25,
194,1,robot,90.0,136.875,17b,0.0,
195,1,robot,90.0,136.875,17b,0.5,
196,1,robot,90.0,136.75,17b,0.0,
197,1,robot,90.125,136.625,17b,0.5590169943749475,49.50536587078213
198,1,robot,90.125,136.625,17b,0.7905694150420949,48.490334088352085
199,1,robot,90.125,136.5,17b,1.118033988749895,
200,1,robot,90.0,136.75,17b,0.0,
201,1,robot,90.25,136.75,17b,0.5590169943749475,46.30891517839734
202,1,robot,90.25,136.75,17b,0.5590169943749475,
203,1,robot,90.125,136.5,17b,0.7905694150420949,45.78840601069227
204,1,robot,90.125,136.5,17b,0.7905694150420949,
205,1,robot,90.125,136.5,17b,1.0307764064044151,44.39189819099877
206,1,robot,90.25,136.75,17b,0.5590169943749475,43.438534160351225
207,1,robot,90.25,136.75,17b,0.5590169943749475,42.20948501225761
208,1,robot,90.125,136.625,17b,0.7905694150420949,40.935352997134395
209,1,robot,90.125,136.625,17b,0.5590169943749475,40.26183832116959
210,1,robot,90.125,136.625,17b,0.5590169943749475,40.311288741492746
211,1,robot,90.25,136.75,17b,0.5,40.762268091949935
212,1,robot,90.125,136.875,17b,0.5,
213,1,robot,90.125,136.625,17b,0.0,43.60690885628102
214,1,robot,90.125,136.625,17b,0.25,44.17649261768073
215,1,robot,90.125,136.875,17b,0.3535533905932738,44.37130266286984
216,1,robot,90.125,136.625,17b,0.3535533905932738,
217,1,robot,90.125,136.625,17b,0.3535533905932738,46.1454900288208
218,1,robot,90.125,136.625,17b,0.25,47.88740048279923
219,1,robot,90.125,136.625,17b,0.25,
220,1,robot,90.125,136.75,17b,0.5,52.39408959987758
221,1,robot,90.0,136.75,17b,0.5,
222,1,robot,90.125,136.625,17b,0.3535533905932738,59.00450194688538
223,1,robot,90.125,136.625,17b,0.0,64.90377492873584
224,1,robot,90.0,136.625,17b,0.25,71.26096406869613
225,1,robot,90.0,136.625,17b,0.25,77.43596144557127
226,1,robot,90.0,136.625,17b,0.5590169943749475,
227,1,robot,90.0,136.625,17b,0.5590169943749475,
228,1,robot,90.125,136.5,17b,0.25,
229,1,robot,90.125,136.625,17b,0.0,
230,1,robot,90.125,136.875,17b,0.0,81.11662129304943
231,1,robot,90.125,136.875,17b,0.5,
232,1,robot,90.125,136.75,17b,0.25,
233,1,robot,90.125,136.875,17b,0.5,
234,1,robot,90.125,136.875,17b,0.5,
235,1,robot,90.125,136.875,17b,0.25,58.45003207869094
236,1,robot,90.0,136.75,17b,0.0,58.90842999944915
237,1,robot,90.0,136.75,17b,0.3535533905932738,58.40644228165246
238,1,robot,90.0,136.875,17b,0.5590169943749475,54.395829343801715
239,1,robot,90.0,136.75,17b,0.25,48.13668689263938
240,1,robot,90.0,136.75,17b,0.25,38.5750081011009
241,1,robot,90.0,136.75,17b,0.25,28.26575887889798
242,1,robot,90.125,136.75,17b,0.3535533905932738,17.48034610641334
243,1,robot,90.0,136.75,17b,0.5590169943749475,10.800028935146424
244,1,robot,90.0,136.75,17b,0.3535533905932738,10.467957059522169
245,1,robot,90.125,136.75,17b,0.25,14.243968021587243
246,1,robot,90.125,136.625,17b,0.5,35.12233085944041
247,1,robot,90.125,136.75,17b,0.0,45.69737410398983
248,1,robot,90.0,136.75,17b,0.3535533905932738,45.23307694596953
249,1,robot,90.125,136.75,17b,0.25,
250,1,robot,90.125,136.875,17b,0.0,
251,1,robot,90.125,136.875,17b,0.3535533905932738,
252,1,robot,90.125,136.75,17b,0.25,63.09343270103474
253,1,robot,90.125,136.875,17b,0.25,
254,1,robot,90.125,136.75,17b,0.25,36.33029899409032
255,1,robot,90.125,136.875,17b,0.3535533905932738,34.91887920595391
256,1,robot,90.125,136.875,17b,0.3535533905932738,31.387198823724297
257,1,robot,90.125,136.875,17b,0.25,25.62621948317777
258,1,robot,90.125,136.875,17b,0.3535533905932738,20.171530060954723
259,1,robot,90.125,136.875,17b,0.3535533905932738,23.8183227789028
260,1,robot,90.125,136.875,17b,0.25,
261,1,robot,90.125,136.75,17b,0.25,62.769045914367695
262,1,robot,90.125,136.875,17b,0.25,
263,1,robot,90.125,136.875,17b,0.3535533905932738,
264,1,robot,90.125,136.875,17b,0.25,
265,1,robot,90.125,136.875,17b,0.0,
266,1,robot,90.125,136.875,17b,0.0,
267,1,robot,90.125,136.75,17b,0.0,
268,1,robot,90.125,136.75,17b,0.25,
269,1,robot,90.125,136.625,17b,0.25,
270,1,robot,90.125,136.625,17b,0.5,
271,1,robot,90.125,136.625,17b,0.5,
272,1,robot,90.125,136.75,17b,0.25,152.84735032050767
273,1,robot,90.125,136.75,17b,0.25,
274,1,robot,90.125,136.75,17b,0.25,
275,1,robot,90.125,136.75,17b,0.25,
276,1,robot,90.125,136.75,17b,0.0,
277,1,robot,90.25,136.75,17b,0.3535533905932738,66.91891081749613
278,1,robot,90.125,136.625,17b,0.5,64.26617014417461
279,1,robot,90.125,136.75,17b,0.25,61.02381707169751
280,1,robot,90.25,136.75,17b,0.3535533905932738,60.43850180141794
281,1,robot,90.125,136.75,17b,0.25,58.63832471174462
282,1,robot,90.125,136.75,17b,0.0,53.557358271296394
283,1,robot,90.125,136.75,17b,0.0,47.52384270026994
284,1,robot,90.125,136.625,17b,0.0,43.052475248236306
285,1,robot,90.125,136.625,17b,0.0,38.85389298384398
286,1,robot,90.125,136.625,17b,0.0,
287,1,robot,90.125,136.625,17b,0.25,
288,1,robot,90.125,136.625,17b,0.25,31.56342820417326
289,1,robot,90.125,136.625,17b,0.25,29.610228384799736
290,1,robot,90.125,136.625,17b,0.25,28.189370780491004
291,1,robot,90.125,136.625,17b,0.25,29.00969665473943
292,1,robot,90.125,136.625,17b,0.3535533905932738,25.07519940100178
293,1,robot,90.125,136.625,17b,0.0,23.214354395502795
294,1,robot,90.125,136.625,17b,0.25,20.72513570522519
295,1,robot,90.25,136.75,17b,0.0,20.296628414591424
296,1,robot,90.125,136.875,17b,0.25,21.392901860196528
297,1,robot,90.125,136.625,17b,0.25,21.268007076357673
298,1,robot,90.125,136.75,17b,0.0,21.376461938309625
299,1,robot,90.25,136.75,17b,0.3535533905932738,21.125369819248135
300,1,robot,90.25,136.75,17b,0.3535533905932738,21.253308565962147
301,1,robot,90.125,136.75,17b,0.25,21.630779574485985
302,1,robot,90.125,136.75,17b,0.25,22.262636860893185
303,1,robot,90.125,136.75,17b,0.25,22.755493842147217
304,1,robot,90.125,136.625,17b,0.0,22.878073564004467
305,1,robot,90.125,136.625,17b,0.0,22.503124783016247
306,1,robot,90.125,136.875,17b,0.5,22.25561726845607
307,1,robot,90.125,136.875,17b,0.5,22.142295499789537
308,1,robot,90.125,136.875,17b,0.5,21.755746367339366
309,1,robot,90.125,136.75,17b,0.25,22.12535310452694
310,1,robot,90.125,136.625,17b,0.3535533905932738,22.25140445005663
311,1,robot,90.125,136.625,17b,0.5,22.128177737897897
312,1,robot,90.125,136.875,17b,0.5,21.642695072471913
313,1,robot,90.125,136.875,17b,0.25,21.388153847398797
314,1,robot,90.125,136.875,17b,0.3535533905932738,21.51307741816591
315,1,robot,90.125,136.75,17b,0.25,21.6380018717071
316,1,robot,90.125,136.625,17b,0.25,21.642695072471913
317,1,robot,90.125,136.875,17b,0.25,21.762927192820364
318,1,robot,90.125,136.875,17b,0.25,21.762927192820364
319,1,robot,90.125,136.875,17b,0.5,21.892493005594407
320,1,robot,90.125,136.875,17b,0.5,21.762927192820364
321,1,robot,90.125,136.875,17b,0.0,21.758978032067592
322,1,robot,90.125,136.875,17b,0.0,21.634029906607783
323,1,robot,90.125,136.875,17b,0.0,21.767593459085
324,1,robot,90.125,136.875,17b,0.25,21.762927192820364
325,1,robot,90.125,136.875,17b,0.5,21.887853366650646
326,1,robot,90.125,136.875,17b,0.5,21.887853366650646
327,1,robot,90.125,136.875,17b,0.0,21.762927192820364
328,1,robot,90.125,136.875,17b,0.0,21.758978032067592
329,1,robot,90.125,136.875,17b,0.0,21.634029906607783
330,1,robot,90.125,136.875,17b,0.25,21.758978032067592
331,1,robot,90.25,137.0,17b,0.7905694150420949,21.634029906607783
332,1,robot,90.375,137.5,17b,1.346291201783626,21.762927192820364
333,1,robot,90.25,137.75,17b,1.7677669529663689,21.892493005594407
334,1,robot,90.25,137.75,17b,1.7677669529663689,21.6380018717071
335,1,robot,90.375,138.0,17b,2.3048861143232218,21.6380018717071
336,1,robot,90.375,138.125,17b,2.5495097567963922,21.6380018717071
337,1,robot,90.625,138.25,17b,2.9261749776799064,21.6380018717071
338,1,robot,90.875,138.25,17b,3.132491021535417,21.762927192820364
339,1,robot,91.125,138.125,17b,3.2015621187164243,21.762927192820364
340,1,robot,91.375,137.875,17b,3.2015621187164243,21.762927192820364
341,1,robot,92.0,137.625,17b,4.038873605350878,21.762927192820364
342,1,robot,92.875,137.125,17b,5.522680508593631,21.634029906607783
343,1,robot,94.0,136.75,17b,7.754031209635412,21.634029906607783
344,1,robot,95.375,136.375,17b,10.547511554864494,21.634029906607783
345,1,robot,96.875,135.25,17b,13.885694076998815,21.634029906607783
346,1,robot,98.75,134.75,17b,17.585505395068974,21.6380018717071
347,1,robot,100.375,134.25,17b,21.02974084481309,21.6380018717071
348,1,robot,102.625,133.5,17b,26.16892240807787,21.762927192820364
349,1,robot,104.75,132.5,17b,30.842341026582275,21.758978032067592
350,1,robot,106.875,131.75,17b,35.28809997718778,21.762927192820364
351,1,robot,108.25,130.875,17b,38.57865342388197,21.6380018717071
352,1,robot,109.0,130.125,17b,40.18239664330638,21.51307741816591
353,1,robot,109.5,129.5,17b,41.15595339680518,18.253852333137793
354,1,robot,110.125,129.5,17b,41.7320320617149,12.165525060596439
355,1,robot,110.25,129.625,17b,41.19845264084562,14.630874888399532
356,1,robot,110.625,130.375,17b,39.972646897597365,17.29026098704123
357,1,robot,111.25,131.375,17b,38.507304501873406,10.586695660119828
358,1,robot,111.875,132.125,17b,36.927293429115544,29.959608225075307
359,1,robot,112.5,133.125,17b,34.861332447283196,36.04250962405365
360,1,robot,112.875,132.875,17b,32.35061823211421,40.379837171538966
361,1,robot,113.375,132.375,17b,29.633173977824246,
362,1,robot,113.75,131.625,17b,27.26031914706796,
363,1,robot,113.625,130.625,17b,22.739008333698283,
364,1,robot,113.5,129.25,17b,18.66815470259447,
365,1,robot,113.25,128.0,17b,14.792312192487016,
366,1,robot,113.25,126.625,17b,13.124404748406688,
367,1,robot,113.25,125.375,17b,12.747548783981962,
368,1,robot,113.25,124.5,17b,12.5,
369,1,robot,113.25,123.75,17b,13.088640112708424,
370,1,robot,113.25,123.0,17b,14.545188207788856,
371,1,robot,113.25,122.0,17b,17.553489681541958,
372,1,robot,113.0,120.875,17b,21.289668856043768,
373,1,robot,113.125,119.375,17b,25.622255950637914,
374,1,robot,113.0,117.5,17b,31.26599590609581,
375,1,robot,113.0,116.0,17b,33.75092591322496,
376,1,robot,113.125,114.5,17b,35.753496332526694,
377,1,robot,113.375,112.25,17b,38.75725738490792,
378,1,robot,113.25,111.125,17b,39.00721087183753,
379,1,robot,113.25,111.0,17b,36.50342449688796,
380,1,robot,113.125,110.625,17b,34.75089926893979,
381,1,robot,113.375,110.0,17b,33.250939836341466,
382,1,robot,113.375,109.625,17b,31.500992047870493,
383,1,robot,113.125,109.875,17b,29.251068356557507,
384,1,robot,113.0,110.375,17b,26.754672489118605,
385,1,robot,113.0,111.375,17b,23.25537572261519,
386,1,robot,113.125,112.75,17b,18.501689112078388,
387,1,robot,113.0,114.25,17b,13.25,
388,1,robot,112.875,115.625,17b,7.516648189186453,
389,1,robot,113.0,117.25,17b,0.5,
390,1,robot,112.875,119.5,17b,7.00446286306095,
391,1,robot,112.875,121.75,17b,14.508618128546908,
392,1,robot,112.875,123.375,17b,22.272460573542386,
393,1,robot,112.875,125.5,17b,28.759780944923765,
394,1,robot,112.875,126.875,17b,31.75885703233037,
395,1,robot,113.0,127.625,17b,34.0009191052242,
396,1,robot,113.125,127.5,17b,35.00357124637428,
397,1,robot,113.125,127.125,17b,35.00357124637428,
398,1,robot,113.25,126.25,17b,32.750954184573004,
399,1,robot,113.0,125.25,17b,29.75,
400,1,robot,112.875,124.0,17b,25.251237593432922,
401,1,robot,112.75,122.875,17b,20.263884129159443,
402,1,robot,112.75,122.125,17b,15.757934509319425,
403,1,robot,112.625,121.5,17b,11.760633486339076,
404,1,robot,112.5,121.25,17b,8.06225774829855,
405,1,robot,112.25,119.875,17b,1.4577379737113252,
406,1,robot,112.375,118.625,17b,6.329494450586082,
407,1,robot,112.5,117.25,17b,12.272937708633577,
408,1,robot,112.625,115.75,17b,19.50640920313116,
409,1,robot,112.875,114.125,17b,25.5,
410,1,robot,112.875,113.5,17b,28.251106173033296,
411,1,robot,112.75,113.25,17b,28.509866713122317,
412,1,robot,112.5,113.875,17b,26.529464751479626,
413,1,robot,112.25,114.625,17b,23.335862958116632,
414,1,robot,112.25,115.375,17b,19.806880117777258,
415,1,robot,112.0,116.375,17b,15.35008143300875,
416,1,robot,111.875,118.125,17b,9.659839543180828,
417,1,robot,111.625,120.0,17b,4.808846015417836,
418,1,robot,111.75,121.75,17b,1.8200274723201295,
419,1,robot,111.625,123.0,17b,3.913118960624632,
420,1,robot,111.5,124.25,17b,8.877640452282352,
421,1,robot,111.625,124.75,17b,12.341495047197483,
422,1,robot,111.625,124.625,17b,14.853450777512949,
423,1,robot,111.5,124.0,17b,16.65270248338089,
424,1,robot,111.25,123.125,17b,18.291049723840345,
425,1,robot,110.75,122.125,17b,17.765838004439868,
426,1,robot,110.75,121.25,17b,16.492422502470642,
427,1,robot,110.75,120.625,17b,13.946325680981353,
428,1,robot,110.625,120.125,17b,11.470069746954461,
429,1,robot,110.375,119.875,17b,9.75,
430,1,robot,110.125,120.375,17b,8.835298523536146,
431,1,robot,109.875,121.0,17b,7.00446286306095,
432,1,robot,109.5,121.875,17b,5.667892024377317,
433,1,robot,109.125,122.75,17b,5.618051263561058,
434,1,robot,109.125,123.125,17b,5.006246098625197,
435,1,robot,109.25,122.875,17b,5.273755777432247,
436,1,robot,109.375,122.25,17b,6.726812023536855,
437,1,robot,109.5,121.25,17b,7.976528066771907,
438,1,robot,109.625,120.0,17b,8.835298523536146,
439,1,robot,109.75,118.625,17b,9.486832980505138,
440,1,robot,110.125,116.875,17b,10.5741429912783,
441,1,robot,110.375,115.5,17b,11.52443057161611,
442,1,robot,110.625,114.75,17b,11.75265927354316,
443,1,robot,110.625,114.75,17b,10.75,
444,1,robot,110.5,114.875,17b,10.003124511871277,
445,1,robot,110.375,115.5,17b,9.762812094883317,
446,1,robot,110.5,116.375,17b,9.334077351297235,
447,1,robot,110.625,117.625,17b,8.792752697534487,
448,1,robot,110.625,119.375,17b,7.386643351347079,
449,1,robot,110.875,121.25,17b,5.129571132170798,
450,1,robot,111.0,122.625,17b,3.5355339059327378,
451,1,robot,111.25,124.375,17b,5.667892024377317,
452,1,robot,111.25,125.5,17b,9.192388155425117,
453,1,robot,111.5,125.875,17b,12.33389638354401,
454,1,robot,111.625,125.625,17b,14.493533040635745,
455,1,robot,111.5,125.125,17b,16.727596958320103,
456,1,robot,111.75,125.125,17b,19.445436482630058,
457,1,robot,112.0,125.25,17b,21.179294133657997,
458,1,robot,112.75,125.75,17b,22.40675121475668,
459,1,robot,113.875,126.875,17b,24.931155207891994,
460,1,robot,115.25,128.25,17b,27.300412084801945,
461,1,robot,116.625,129.375,17b,28.74130303239573,
462,1,robot,118.625,131.375,17b,31.81587653986607,
463,1,robot,120.0,132.875,17b,32.87191050121669,
464,1,robot,121.75,134.75,17b,34.67077299397866,
465,1,robot,123.25,136.625,17b,37.20551034457127,
466,1,robot,124.75,138.125,17b,38.53894134508627,
467,1,robot,125.75,139.875,17b,40.835799245270074,
468,1,robot,127.125,141.75,17b,44.54913018230547,
469,1,robot,128.125,143.25,17b,48.286255808459615,
470,1,robot,129.0,144.75,17b,52.58861568818864,
