frame,tracker_id,class_name,x_canon,y_canon,velocidad_pelota,distancia_pelota_10a,distancia_pelota_10b,distancia_pelota_17b,velocidad_10a,velocidad_10b,velocidad_17b
242,-1.0,orange ball,91.625,120.875,0.25,,,17.48034610641334,0.25,0.3535533905932738,0.3535533905932738
243,-1.0,orange ball,91.625,120.875,0.25,76.23831877737074,,10.800028935146424,0.0,0.3535533905932738,0.5590169943749475
244,-1.0,orange ball,91.625,120.875,0.25,73.99208150200938,,10.467957059522169,0.25,0.3535533905932738,0.3535533905932738
245,-1.0,orange ball,91.625,120.875,0.25,72.51950168747715,,14.243968021587243,0.25,0.5590169943749475,0.25
246,-1.0,orange ball,91.625,121.0,0.0,71.70991911862681,103.06528574161138,35.12233085944041,0.0,0.3535533905932738,0.5
247,-1.0,orange ball,91.625,121.0,0.0,70.08410126412409,101.2307080386184,45.69737410398983,0.0,0.3535533905932738,0.0
248,-1.0,orange ball,91.625,121.0,0.0,69.12330468083829,100.54111410263963,45.23307694596953,0.25,0.3535533905932738,0.3535533905932738
249,-1.0,orange ball,91.625,121.0,0.0,65.56878544704027,99.73127957165696,,0.0,0.25,0.25
250,-1.0,orange ball,91.625,121.0,0.0,60.227952397537145,98.42906709910442,,0.0,0.25,0.0
251,-1.0,orange ball,91.625,121.0,0.0,55.84255209963098,98.23600409218608,,0.0,0.25,0.3535533905932738
252,-1.0,orange ball,91.625,121.0,0.0,,94.50611752685643,63.09343270103474,0.25,0.0,0.25
253,-1.0,orange ball,91.625,121.0,0.0,,90.39306527604869,,0.25,0.25,0.25
254,-1.0,orange ball,91.625,121.0,0.0,47.35520694707183,85.85825892131753,36.33029899409032,0.25,0.0,0.25
256,-1.0,orange ball,91.625,121.0,0.0,43.338240908001794,81.84780082567887,31.387198823724297,0.0,0.0,0.3535533905932738
257,-1.0,orange ball,91.625,121.0,0.234375,42.7333666471529,80.08608649447169,25.62621948317777,0.25,0.0,0.25
258,-1.0,orange ball,91.625,121.0,0.234375,44.278945335226766,78.28004614842789,20.171530060954723,0.0,0.0,0.3535533905932738
259,-1.0,orange ball,91.625,121.0,0.234375,42.884474171895825,76.55033066551705,23.8183227789028,0.0,0.0,0.3535533905932738
260,-1.0,orange ball,91.625,121.0,0.234375,42.68782027698299,77.06784754357682,,0.0,0.0,0.25
261,-1.0,orange ball,91.625,121.0,0.234375,42.00297608503474,78.12979985255306,62.769045914367695,0.25,0.25,0.25
262,-1.0,orange ball,91.625,121.0,0.0,41.10067669759222,77.359550153811,,0.25,0.25,0.25
263,-1.0,orange ball,91.625,121.0,0.0,40.86028022419817,77.12864659126335,,0.25,0.25,0.3535533905932738
264,-1.0,orange ball,91.625,121.0,0.0,40.819151448799126,75.78722270277491,,0.25,0.5,0.25
265,-1.0,orange ball,91.625,121.0,0.0,40.79905023404344,75.38163320730057,,0.25,0.5,0.0
267,-1.0,orange ball,91.625,120.875,0.22058823529411764,40.527768258318886,75.14839485977062,,0.25,0.3535533905932738,0.0
268,-1.0,orange ball,91.625,121.0,0.0,39.399000621843186,75.28363035879713,,0.0,0.25,0.25
270,-1.0,orange ball,91.625,121.0,0.0,38.895091271264555,74.91672460138658,,0.25,0.25,0.5
271,-1.0,orange ball,91.625,121.0,0.0,39.016222587534024,74.17146520057427,,0.0,0.25,0.5
272,-1.0,orange ball,91.625,121.0,0.0,39.016222587534024,74.04654363979456,152.84735032050767,0.25,0.25,0.25
273,-1.0,orange ball,91.625,121.0,0.0,39.00981447020737,74.17146520057427,,0.0,0.25,0.25
274,-1.0,orange ball,91.625,121.0,0.0,39.26273678693323,74.16714653402812,,0.25,0.25,0.25
275,-1.0,orange ball,91.625,121.0,0.0,38.884846020011445,74.17146520057427,,0.0,0.3535533905932738,0.25
276,-1.0,orange ball,91.625,121.0,0.0,38.64138002194021,74.05582775852282,,0.0,0.3535533905932738,0.0
277,-1.0,orange ball,91.625,121.0,0.0,38.77015604817706,74.67115406902454,66.91891081749613,0.0,0.3535533905932738,0.3535533905932738
278,-1.0,orange ball,91.625,121.0,0.0,39.39483627329856,74.1519765414247,64.26617014417461,0.0,0.3535533905932738,0.5
279,-1.0,orange ball,91.625,121.0,0.0,39.26273678693323,74.28040202502946,61.02381707169751,0.25,0.25,0.25
280,-1.0,orange ball,91.625,121.0,0.0,39.26273678693323,74.27367046942005,60.43850180141794,0.25,0.25,0.3535533905932738
281,-1.0,orange ball,91.625,121.0,0.0,39.26273678693323,74.27367046942005,58.63832471174462,0.25,0.3535533905932738,0.25
282,-1.0,orange ball,91.625,121.0,0.0,39.2661193015047,74.401885896797,53.557358271296394,0.25,0.25,0.0
283,-1.0,orange ball,91.625,120.875,0.0,39.26273678693323,74.401885896797,47.52384270026994,0.0,0.25,0.0
284,-1.0,orange ball,91.625,120.875,0.234375,39.1377774662793,74.40535095004928,43.052475248236306,0.0,0.3535533905932738,0.0
285,-1.0,orange ball,91.625,121.0,0.0,39.2661193015047,74.401885896797,38.85389298384398,0.0,0.25,0.0
286,-1.0,orange ball,91.625,121.0,0.0,39.26989941418236,74.27693114285215,,0.0,0.5590169943749475,0.0
287,-1.0,orange ball,91.625,121.0,0.0,39.39106815002609,74.28040202502946,,0.0,0.25,0.25
288,-1.0,orange ball,91.625,121.0,0.0,39.39106815002609,74.27693114285215,31.56342820417326,0.25,0.25,0.25
289,-1.0,orange ball,91.625,121.0,0.0,39.39483627329856,74.401885896797,29.610228384799736,0.0,0.25,0.25
290,-1.0,orange ball,91.625,121.0,0.0,39.2661193015047,74.40535095004928,28.189370780491004,0.25,0.25,0.25
291,-1.0,orange ball,91.625,121.0,0.0,39.14117077962794,74.401885896797,29.00969665473943,0.25,0.0,0.25
292,-1.0,orange ball,91.625,121.0,0.0,39.2661193015047,74.40535095004928,25.07519940100178,0.25,0.25,0.3535533905932738
293,-1.0,orange ball,91.625,121.0,0.0,39.26989941418236,74.27693114285215,23.214354395502795,0.0,0.0,0.0
294,-1.0,orange ball,91.625,121.0,0.0,39.02002690926801,74.27693114285215,20.72513570522519,0.0,0.25,0.25
295,-1.0,orange ball,91.625,121.0,0.0,39.02002690926801,74.27693114285215,20.296628414591424,0.0,0.25,0.0
296,-1.0,orange ball,91.625,121.0,0.0,39.02423125443985,74.401885896797,21.392901860196528,0.0,0.25,0.25
297,-1.0,orange ball,91.625,121.0,0.0,39.02423125443985,74.40535095004928,21.268007076357673,0.0,0.5,0.25
298,-1.0,orange ball,91.625,121.0,0.25,39.02883549377306,74.40535095004928,21.376461938309625,0.0,0.5,0.0
299,-1.0,orange ball,91.625,121.0,0.25,39.02883549377306,74.40535095004928,21.125369819248135,0.25,0.0,0.3535533905932738
300,-1.0,orange ball,91.625,121.0,0.0,39.02883549377306,74.40535095004928,21.253308565962147,0.25,0.25,0.3535533905932738
301,-1.0,orange ball,91.625,121.0,0.0,39.02423125443985,74.401885896797,21.630779574485985,0.0,0.5590169943749475,0.25
302,-1.0,orange ball,91.625,121.0,0.0,39.02883549377306,74.401885896797,22.262636860893185,0.25,0.25,0.25
303,-1.0,orange ball,91.625,121.0,0.0,39.02423125443985,74.3986306997649,22.755493842147217,0.25,0.25,0.25
304,-1.0,orange ball,91.625,121.0,0.0,39.02423125443985,74.401885896797,22.878073564004467,0.25,0.25,0.0
305,-1.0,orange ball,91.625,121.0,0.0,39.02423125443985,74.401885896797,22.503124783016247,0.0,0.25,0.0
306,-1.0,orange ball,91.625,121.0,0.0,38.89930911982885,74.401885896797,22.25561726845607,0.25,0.3535533905932738,0.5
307,-1.0,orange ball,91.625,121.0,0.0,39.02423125443985,74.3986306997649,22.142295499789537,0.25,0.25,0.5
308,-1.0,orange ball,91.625,121.0,0.0,38.895091271264555,74.3986306997649,21.755746367339366,0.0,0.3535533905932738,0.5
309,-1.0,orange ball,91.625,120.875,0.25,39.02002690926801,74.401885896797,22.12535310452694,0.25,0.3535533905932738,0.25
310,-1.0,orange ball,91.625,121.0,0.0,38.895091271264555,74.401885896797,22.25140445005663,0.25,0.25,0.3535533905932738
311,-1.0,orange ball,91.625,121.0,0.0,38.895091271264555,74.401885896797,22.128177737897897,0.0,0.5590169943749475,0.5
312,-1.0,orange ball,91.625,121.0,0.0,39.02423125443985,74.401885896797,21.642695072471913,0.25,0.5590169943749475,0.5
313,-1.0,orange ball,91.625,121.0,0.0,39.02423125443985,74.40535095004928,21.388153847398797,0.25,0.5,0.25
314,-1.0,orange ball,91.625,121.0,0.0,39.02423125443985,74.40535095004928,21.51307741816591,0.25,0.25,0.3535533905932738
315,-1.0,orange ball,91.625,121.0,0.0,38.895091271264555,74.401885896797,21.6380018717071,0.25,0.0,0.25
316,-1.0,orange ball,91.625,121.0,0.0,39.02002690926801,74.3986306997649,21.642695072471913,0.0,0.0,0.25
317,-1.0,orange ball,91.625,121.0,0.0,39.399000621843186,74.401885896797,21.762927192820364,0.0,0.25,0.25
318,-1.0,orange ball,91.625,121.0,0.0,38.15449678609325,74.401885896797,21.762927192820364,0.0,0.3535533905932738,0.25
319,-1.0,orange ball,91.625,121.0,0.0,37.64181517939856,74.52684080249209,21.892493005594407,0.0,0.7905694150420949,0.5
320,-1.0,orange ball,91.625,121.0,0.0,36.15115834935307,74.5235910635015,21.762927192820364,0.25,1.346291201783626,0.5
321,-1.0,orange ball,91.625,121.0,0.0,33.40869086031358,75.4049484450457,21.758978032067592,0.0,2.0615528128088303,0.0
322,-1.0,orange ball,91.625,121.0,0.0,26.25476147292144,77.04473132538007,21.634029906607783,0.25,3.0413812651491097,0.0
323,-1.0,orange ball,91.625,121.0,0.0,20.00156243896961,78.57798673928977,21.767593459085,0.25,4.5069390943299865,0.0
324,-1.0,orange ball,91.625,121.0,0.25,14.294338914409439,75.52452002495613,21.762927192820364,0.25,6.254998001598402,0.25
325,-1.0,orange ball,91.625,121.0,0.0,13.0862523283024,71.5346288520462,21.887853366650646,1.25,7.0178344238090995,0.5
326,-1.0,orange ball,91.625,121.0,0.0,21.571103356110463,65.84688679049299,21.887853366650646,2.462214450449026,8.503675675847475,0.5
327,-1.0,orange ball,91.625,121.0,0.0,30.587221596607954,60.00260411015508,21.762927192820364,3.8078865529319548,9.253377761660873,0.0
328,-1.0,orange ball,91.625,121.0,0.0,40.65902421357404,60.52027036456463,21.758978032067592,6.010407640085654,10.5,0.0
329,-1.0,orange ball,91.625,121.0,0.0,50.34955933272902,69.6251122081681,21.634029906607783,8.00390529679106,11.75265927354316,0.0
330,-1.0,orange ball,91.625,121.0,0.0,59.277551611044125,79.91997951075814,21.758978032067592,10.151970252123476,13.252358280698571,0.25
331,-1.0,orange ball,91.625,121.0,0.0,68.11754546370561,88.38993862425745,21.634029906607783,11.963486114005399,14.75,0.7905694150420949
332,-1.0,orange ball,91.625,121.0,0.0,,92.59530563154917,21.762927192820364,15.700318468107582,16.5,1.346291201783626
333,-1.0,orange ball,91.625,121.0,0.0,,94.91855061051027,21.892493005594407,19.132759863647482,17.001838135919304,1.7677669529663689
334,-1.0,orange ball,91.625,121.0,0.0,,99.23370458165915,21.6380018717071,22.051077071199945,17.50178562318714,1.7677669529663689
335,-1.0,orange ball,91.625,121.0,0.0,,,21.6380018717071,25.254950009849555,18.006943105369107,2.3048861143232218
336,-1.0,orange ball,91.625,121.0,0.0,,,21.6380018717071,28.501096470136023,17.257244855422318,2.5495097567963922
337,-1.0,orange ball,91.625,121.0,0.0,,,21.6380018717071,32.78433314862451,15.518134552838493,2.9261749776799064
338,-1.0,orange ball,91.625,121.0,0.0,,,21.762927192820364,36.124783736376884,12.023414656411049,3.132491021535417
339,-1.0,orange ball,91.625,121.0,0.0,,,21.762927192820364,38.95590455887272,7.814249804043892,3.2015621187164243
340,-1.0,orange ball,91.625,121.0,0.0,,,21.762927192820364,41.68407969477076,5.153882032022076,3.2015621187164243
344,-1.0,orange ball,91.625,120.875,0.20833333333333331,,,21.634029906607783,49.18904857791011,10.04987562112089,10.547511554864494
345,-1.0,orange ball,91.625,120.875,0.20833333333333331,,,21.634029906607783,51.2847443203142,13.557746862956249,13.885694076998815
359,-1.0,orange ball,87.375,154.75,32.9192323495058,,,36.04250962405365,,13.536986370680884,34.861332447283196
360,-1.0,orange ball,87.0,157.25,35.36501814398887,,,40.379837171538966,,16.779824194549835,32.35061823211421
362,-1.0,orange ball,86.375,162.375,39.100079579772355,,,,67.34335301459183,17.765838004439868,27.26031914706796
363,-1.0,orange ball,86.0,164.875,41.46947560829004,,,,67.37807514563309,16.00781059358212,22.739008333698283
364,-1.0,orange ball,85.625,167.375,43.83893374406369,,,,69.48568621552913,13.5,18.66815470259447
365,-1.0,orange ball,85.375,169.875,46.19343365661705,,,,70.55932915486885,10.277402395547233,14.792312192487016
366,-1.0,orange ball,85.0,172.375,48.5628732792121,,,,71.62843983778399,6.373774391990981,13.124404748406688
367,-1.0,orange ball,84.625,174.875,50.93236230320715,,,,71.98148328528951,2.6575364531836625,12.747548783981962
368,-1.0,orange ball,84.375,177.25,53.170591649954865,,,,73.01445872463371,1.7677669529663689,12.5
369,-1.0,orange ball,84.0,179.75,55.54007573101635,,,,73.52422016188422,5.70087712549569,13.088640112708424
370,-1.0,orange ball,83.75,182.0,57.66208526111553,,,,73.70774633533921,9.219544457292887,14.545188207788856
371,-1.0,orange ball,83.375,184.5,60.031577383932905,,,,73.01445872463371,11.963486114005399,17.553489681541958
372,-1.0,orange ball,82.875,187.0,62.416399165328535,,,,73.58110300211777,12.947007376224052,21.289668856043768
373,-1.0,orange ball,82.625,189.25,71.34287394618545,,,,73.76606317573332,12.947007376224052,25.622255950637914
374,-1.0,orange ball,82.25,191.625,73.8294126954402,,,,73.30496767016521,12.905909499140307,31.26599590609581
375,-1.0,orange ball,81.875,193.875,74.08066925076086,,,,72.79606565321218,13.117259622344905,33.75092591322496
376,-1.0,orange ball,81.5,196.125,73.61651220440034,,,,74.32287307962415,13.36506640462366,35.753496332526694
377,-1.0,orange ball,81.25,198.5,72.97345407749314,,,,76.06452852677127,12.621905561364338,38.75725738490792
378,-1.0,orange ball,80.875,200.875,72.72594103894428,,,,76.06452852677127,10.822430410956681,39.00721087183753
379,-1.0,orange ball,80.375,202.75,71.52490824880519,,,,75.0120823601105,7.786205751198719,36.50342449688796
